id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003
dsac_ns_nguni_00167,bleaching agent,bleach,,bleikmiddel,,,isenzamhlophe,isigqamisambala,,,isihlophisi,isigqamisi bala,isiqaqambisi bala,,,,sisusamabala,sihlantisisi,,,isirhalusi,,
dsac_ns_nguni_00168,block,,,takelblok,blokstelsel,,umdonso,ibhulokhi,,,ibhloko,,,,,,siphakamisi,,,,ibhlogo,,
dsac_ns_nguni_00169,block graph,,,blokgrafiek,,,igrafu elisabhele,igrafu elisabhulokhi,,,igrafu yebhloko,,,,,,igrafu leyibhloki,,,,igrafu yamabhlogo,,
dsac_ns_nguni_00170,blood,,,bloed,,,igazi,,,,igazi,,,,,,ingati,,,,iingazi,,
dsac_ns_nguni_00171,blood cell,,,bloedsel,,,inhlayiya yegazi,,,,ijoni lomzimba,iseli yegazi,,,,,inhlayiya yengati,,,,iseli leengazi,,
dsac_ns_nguni_00172,blood flow,,,bloedvloei,,,ukuhamba kwegazi,,,,ukuhamba kwegazi,,,,,,kuhamba kwengati,kugijima kwengati,,,itlelezongazi,,
dsac_ns_nguni_00173,bloodstream,,,bloedstroom,,,umgudu wegazi,,,,umsinga wegazi,,,,,,umgudvungati,,,,itlelezongazi,,
dsac_ns_nguni_00174,blood vessel,,,bloedvat,,,umthambo wegazi,,,,umthambo,,,,,,umtsambo wengati,,,,umthambo weengazi,,
dsac_ns_nguni_00175,bloom n.,,,blom,,,imbali,,,,intyatyambo,,,,,,imbali,,,,ithuthumbo,ibhlomu,
dsac_ns_nguni_00176,bloom v.,,,blom,bloei,,-qhakaza,,,,ukudubula,,,,,,chakata,,,,thuthumba,bhloma,
dsac_ns_nguni_00177,blossom n.,,,bloeisel,,,imbali,,,,intyatyambo,,,,,,imbali,,,,ithuthumbo,,
dsac_ns_nguni_00178,blossom v.,,,bloei,,,-qhakaza,,,,ukudubula,,,,,,chakata,bhahela,,,thuthumba,,
dsac_ns_nguni_00179,blotting paper,,,kladpapier,,,iphepha lokumunca,iphepha lokumoma,ibhulotha,,iphepha lokufunxa,,,,,,liphepha lekumunya,,,,iphepha elisiginyichaphaza,,
dsac_ns_nguni_00180,blow v. {e.g. wind},,,waai,,,-phephetha,,,,ukuvuthela,,,,,,phuphutsa,,,,vuthela,vunguzisa,vunguza
dsac_ns_nguni_00181,blow off,,,wegwaai,,,-phephula,-phephuka,,,ukuvuthuluka,,,,,,phephula,,,,phephuka,thintitheka,
dsac_ns_nguni_00182,blubber,,,walvisspek,,,amafutha omkhoma,amafutha enhlanzi,,,amafutha ezilo zaselwandle,,,,,,umhlehlo wetilwanemantini,,,,amafutha wemphilalwandle,,
dsac_ns_nguni_00183,blue,,,blou,,,-luhlaza okwesibhakabhaka,,,,-luhlaza okwesibhakabhaka,zuba,,,,,sibhakabhaka,,,,ubuhlaza besibhakabhaka,,
dsac_ns_nguni_00184,blue-black,,,blouswart,,,umbala onkankane,-nkankane,,,zuba-mnyama,,,,,,salingangane,,,,ubuhlaza obunzima,,
dsac_ns_nguni_00185,blue wildebeest,,,blouwildebees,,,inkonkoni,,,,inqu ezuba,inkonkoni,,,,,ingongoni,,,,ikokoni,,
dsac_ns_nguni_00186,blunt nail,,,stomp nael,,,uzipho olungenabungozi,uzipho olungacijile,,,uzipho olubuthuntu,,,,,,tinziphobutfuntfu,tinziphocundzekile,,,izipho elibuthundu,,
dsac_ns_nguni_00187,boat,,,boot,,,isikebhe,isihlenga,,,isikhephe,,,,,,sikebhe,,,,isithayamanzini,isikepe,
dsac_ns_nguni_00188,body,,,liggaam,,,umzimba,,,,umzimba,,,,,,umtimba,,,,umzimba,,
dsac_ns_nguni_00189,body shape,,,liggaamsvorm,,,umumo womzimba,ukuma komzimba,,,ubume bomzimba,imilo yomzimba,ukuma komzimba,,,,lutsi lwemtimba,simo semtimba,,,ijamo lomzimba,,
dsac_ns_nguni_00190,body temperature,,,liggaamstemperatuur,,,ukushisa komzimba,,,,iqondo lobushushu bomzimba,,,,,,lizingakushisa lemtimba,,,,izinga lokutjhisa komzimba,,
dsac_ns_nguni_00191,boil,,,kook,,,-bilisa,,,,bila,,,,,,bilisa,,,,bila,,
dsac_ns_nguni_00192,boiled water,,,gekookte water,,,amanzi abilile,amanzi abilisiwe,,,amanzi abilisiweyo,,,,,,emanti labilisiwe,,,,amanzi abilisiweko,,
dsac_ns_nguni_00193,boiling water,,,kokende water,,,amanzi abilayo,,,,amanzi abilayo,,,,,,emanti labilako,,,,amanzi abilako,,
dsac_ns_nguni_00194,borehole,,,boorgat,,,ipitsi,,,,umngxuma wesitsala manzi,,,,,,umgodzi wekudvonsa emanti,,,,umgodi obhoriweko,ipetsi,
dsac_ns_nguni_00195,botanist,,,botanis,,,usozimila,,,,inzululwazi yezityalo,ingcaphephe yezityalo,,,,,sotitfombo,,,,usosayensi weentjalo,,
dsac_ns_nguni_00196,botany,,,plantkunde,botanie,,isifundo esiphathelene nezimila,ibhothani,,,ubunzululwazi ngezityalo,izifundo zezityalo,,,,,sifundvo setitfombo,,,,ibhothani,isifundo esiphathelene neentjalo,
dsac_ns_nguni_00197,bottle,,,bottel,,,ibhodlela,,,,ibhotile,,,,,,libhodlela,,,,ibhodlelo,,
dsac_ns_nguni_00198,bottle bank,,,bottelbank,,,isigcinamabhodlela,umphando wamabhodlela,,,itanki lokugcina iibhotile,,,,,,silulumabhodlela,,,,ibulungelo lamabhodlelo,,
dsac_ns_nguni_00199,bottom,,,onderkant,,,ingenzansi,iphansi,,,umzantsi,,,,,,lingephasi,sibunu,,,ilingaphasi,,
dsac_ns_nguni_00200,bottom layer,,,onderste laag,,,ugqinsi olungaphansi,,,,ucamba olusezantsi,intlenge,amashiqa,,,,umkhakha longephasi,,,,ilarha langaphasi,ilihla langaphasi,
dsac_ns_nguni_00201,bow,,,boog,,,umnsalo,,,,isaphetha,,,,,,lugubhu,,,,umsubi,umtjhobi,
dsac_ns_nguni_00202,bowl,,,bak,,,umcengezi,isitsha,indishi,,ingqoko,,,,,,sitja,sigubudvu,,,iskotlelo,isitja,
dsac_ns_nguni_00203,brace,,,spanstuk,,,isibopho,isongo,,,isixhobo sokuqinisa,,,,,,sibopho,,,,isigunadzeli,,
dsac_ns_nguni_00204,brackish adj.,,,brak,,,-nosawotshana,,,,amtyuba,,,,,,-sasawoti,,,,-netswayana,,
dsac_ns_nguni_00205,brackish water,,,brakwater,,,amanzi asasawotshana,,,,amanzi amtyuba,,,,,,emanti lanasawoti,,,,amanzi anetswayana,,
dsac_ns_nguni_00206,bract,,,dekblaar,,,imbali eguquliwe,,,,intyatyambo eguqulweyo,,,,,,licenjana,,,,ikarithuthumbo,,
dsac_ns_nguni_00207,brad,,,kleinkopspyker,,,isipikili esiyisicaba,,,,isikhonkwane,,,,,,sipikilisungulo,,,,isipikiri esisipara,,
dsac_ns_nguni_00208,bradawl,,,spykerels,,,usungulo,,,,isixhobo sokugqobhoza,,,,,,lusungulo,lucodvoba,,,ihlabo,,
dsac_ns_nguni_00209,brake {vehicle},,,rem,,,ibhuleki,,,,isiqhoboshi,,,,,,sibopho,emabhiliki,,,ibhirigi,,
dsac_ns_nguni_00210,bran,,,semels,,,izimpepha,amakhoba,,,amakhatshu,,,,,,umhhungu,,,,amasemula,amanasa,
dsac_ns_nguni_00211,branch n.,,,tak,,,igatsha,,,,isebe,,,,,,ligala,,,,igatja,,
dsac_ns_nguni_00212,branch v.,,,vertak,,,-hlukana,-xhanta,,,naba,,,,,,phambuka,,,,hlukana,,
dsac_ns_nguni_00213,branch vein,,,sytak,,,ixhantela,,,,umthambo wesebe,,,,,,lichakela,,,,ihlumela,,
dsac_ns_nguni_00214,brand name,,,handelsnaam,,,igama lomkhiqizo,,,,igama lemveliso,,,,,,ligamamkhicito,,,,ibizomvezo,,
dsac_ns_nguni_00215,brass,,,geelkoper,,,ithusi,,,,ibhrasi,ixina,,,,,litfusi,,,,idzila,,
dsac_ns_nguni_00216,bread,,,brood,,,isinkwa,,,,isonka,,,,,,sinkhwa,,,,uburotho,,
dsac_ns_nguni_00217,breadth,,,breedte,,,ububanzi,,,,ububanzi,,,,,,bubanti,,,,ububanzi,,
dsac_ns_nguni_00218,break v.,,,breek,,,-phula,-hlephula,-qhephula,,aphula,,,,,,ephula,phula,,,ephula,,
dsac_ns_nguni_00219,breaker,,,brander,,,igagasi,,,,iliza elikhulu,,,,,,lidlambi,ligagasi,,,iliza,,
dsac_ns_nguni_00220,bream {fish},,,kurper,,,inhlanzi,ibhrimu,,,intlanzi yechibi nomlambo,,,,,,ibhrimu,,,,ikapa,,
dsac_ns_nguni_00221,breath n.,,,asem,,,umphefumulo,umoya,,,umphefumlo,,,,,,umphefumulo,,,,umphefumulo,ummoya,
dsac_ns_nguni_00222,breathe v.,,,asemhaal,,,-phefumula,,,,phefumla,,,,,,phefumula,,,,phefumula,,
dsac_ns_nguni_00223,breathing,,,asemhaling,,,ukuphefumula,,,,ukuphefumla,,,,,,kuphefumula,,,,ukuphefumula,,
dsac_ns_nguni_00224,breed v.,,,teel,,,-zalanisa,,,,khwelanisa,zalisa,,,,,talana,,,,zalanisa,,
dsac_ns_nguni_00225,breeding,,,teelt,teling,,ukuzalanisa,,,,ukukhwelanisa,ukuzalisa,,,,,kutalana,,,,ukuzalanisa,,
dsac_ns_nguni_00226,brick,,,baksteen,,,isitini,,,,isitena,,,,,,sitini,,,,isitina,,
dsac_ns_nguni_00227,bricklayer,,,messelaar,,,umeselani,,,,umakhi,,,,,,meselane,umakhi,,,umeselani,,
dsac_ns_nguni_00228,bridge n.,,,brug,,,ibhuloho,,,,umchankcatho,ibhulorho,,,,,libhuloho,,,,ibhulurho,ibhurorho,
dsac_ns_nguni_00229,brittle,,,bros,,,okuqhephukayo,,,,iqoboqobo,iqwathaqwatha,,,,,phuka lula,,,,qephukako,,
dsac_ns_nguni_00230,bromothymol blue,,,broomtimol,,,isitshengisi bu-esidi,,,,isibonisi sekhemikhali,,,,,,ibhromothayimoli lesibhakabhaka,,,,i-bromothymol blue,,
dsac_ns_nguni_00231,brood v. {birds},,,broei,,,-fukamela,,,,fukama,,,,,,fukamela,,,,fukamela,,
dsac_ns_nguni_00232,broody,,,broeis,,,isimokufukamela,,,,ukufukama,,,,,,kufukamela,,,,ukufukama,,
dsac_ns_nguni_00233,brown rat,,,bruinrot,,,ibunzi,,,,ibuzi elimdaka,,,,,,libuti,,,,ungozo,,
dsac_ns_nguni_00234,brush,,,kwas,,,ibhulashi,,,,ibhrashi,,,,,,libhulashi,,,,ibhratjhi,,
dsac_ns_nguni_00235,brush,,,kreupelhout,,,ihlanze,,,,ityholo,,,,,,sikhotsa,lihlashana,,,umsesana,isiruthulu,
dsac_ns_nguni_00236,bucket,,,emmer,,,ibhakede,,,,iemele,ithunga,,,,,libhakede,,,,ithunga,,
dsac_ns_nguni_00237,buckle,,,gespe,,,ikhonco,ishasipele,,,ikhonkco,,,,,,lishesipele,,,,ikopana,,
dsac_ns_nguni_00238,bud,,,botsel,,,umqumbe,,,,ithupha,,,,,,umcumbe,,,,iqumbe,,
dsac_ns_nguni_00239,budgerigar,,,grasparkiet,budjie,,inyoni yase-Australia,ibhajerika,,,intaka efuyiweyo,,,,,,ibhajeriga,,,,ibhajiriga,,
dsac_ns_nguni_00240,build,,,bou,,,-akha,,,,-akha,,,,,,akha,,,,akha,,
dsac_ns_nguni_00241,builder,,,bouer,,,umakhi,,,,umakhi,,,,,,umakhi,,,,umakhi,,
dsac_ns_nguni_00242,building,,,gebou,,,isakhiwo,,,,isakhiwo,,,,,,sakhiwo,,,,umakhiwo,,
dsac_ns_nguni_00243,building material,,,boumateriaal,,,izinto zokwakha,impahla yokwakha,,,izinto zokwakha,,,,,,tintfo tekwakha,,,,ipahla yokwakha,,
dsac_ns_nguni_00244,bulb {plants},,,bol,,,impandesigaxa,,,,isitswele,utswelana,ikonofile,,,,imphandzesigadla,,,,isikhwende,,
dsac_ns_nguni_00245,bulb {e.g. thermometer},,,bol,,,igilobhu kagesi,ibambasigidi,,,ibhalbhu,,,,,,sigujana sethemomitha,,,,indulungwana,,
dsac_ns_nguni_00246,bulb holder,,,gloeilamphouer,,,isibambagilobhu,,,,isibambi sebhalbhu,,,,,,sibambaglobhu,,,,isibambindulungwana,,
dsac_ns_nguni_00247,bull,,,bul,,,inkunzi,,,,inkunzi yenkomo,,,,,,inkunzi,,,,ikunzi,,
dsac_ns_nguni_00248,bunch,,,bondel,,,iqoqo labantu,isixha sezimbali,,,igquba,ingqokelela,,,,,sitfungo,sicumbi,,,isiqubuthu,itjatho,
dsac_ns_nguni_00249,bundle,,,bondel,,,inyanda,isithungo,,,inyanda,isithungu,,,,,inyandza,,,,inyanda,,
dsac_ns_nguni_00250,Bunsen burner,,,Bunsen-brander,,,isishisisi sika-Bunsen,,,,isixhotyana saselebhu sokutshisa,,,,,,siphefu saBunsen,,,,isitjhisi saka-Bunsen,,
dsac_ns_nguni_00251,burette,,,buret,,,ingilasisilinganisi engumnxumo,ibhurethi,,,ibhurethi,,,,,,ibhurethi,,,,ibhiyurethe,,
dsac_ns_nguni_00252,burn v.,,,brand,,,-shisa,,,,tsha,tshisa,,,,,shisa,,,,tjhisa,,
dsac_ns_nguni_00253,burn wound,burn,,brandwond,,,isilonda sokusha,,,,isilonda sokutsha,,,,,,silondza sekusha,,,,inceba lokutjha,,
dsac_ns_nguni_00254,burrow n.,,,ondergrondse blyplek,,,umhume,umhubhe,umhhumbe,,umngxuma,,,,,,umgodzi,,,,umgodi,,
dsac_ns_nguni_00255,burrow v. {animals, e.g. rabbits},,,grawe,,,-gubha,-vukuza,,,grumba,,,,,,gubha,,,,emba,,
dsac_ns_nguni_00256,burst v.,,,bars,,,-qhumisa,-qhuma,,,qhushumba,,,,,,dubuka,bhubuka,bhamuka,,thuthumba,,
dsac_ns_nguni_00257,bury v.,,,begrawe,,,-ngcwaba,-thuna,-fihla,,ngcwaba,fihla,,,,,ngcwaba,gcibedzela,,,bulunga,ngcwaba,
dsac_ns_nguni_00258,bus,,,bus,,,ibhasi,,,,uduladula,ibhasi,,,,,ibhasi,,,,ibhesi,,
dsac_ns_nguni_00259,bush,,,struik,,,ihlozi,,,,ityholo,,,,,,lihloti,,,,isiruthulu,,
dsac_ns_nguni_00260,busy Lizzie {plant},,,vlytige Liesbet,,,ibhilizi,ibhizilizi,,,intyatyambo,,,,,,ibhizi Lizzie,,,,i-Busy Lizzie,,
dsac_ns_nguni_00261,butterfly,,,skoenlapper,,,uvemvane,,,,ibhabhathane,,,,,,luvivane,,,,iviyaviyani,,
dsac_ns_nguni_00262,buzzer,,,gonser,,,ibikasifiki,ibhaza,,,ibhaza,isitsali-mtsalane,,,,,sibiki,ibhaza,,,isidumezana,,
dsac_ns_nguni_00263,cabbage,,,kool,kopkool,,iklabishi,,,,ikhaphetshu,,,,,,liklabishi,,,,ikhabitjhi,,
dsac_ns_nguni_00264,cable {strong thick rope},,,kabel,,,intambo kagesi,ikhebula,,,intambo yombane,,,,,,intsambo yagezi,ikhebuli,,,ikheyibuli,,
dsac_ns_nguni_00265,cable-stayed bridge,,,swaaibrug,sweefbrug,,utebetebe,,,,umchankcatho oxhaswe ngentambo,,,,,,libhuloho lemakhebuli,,,,ibhulurho elilengiswe ngamakheyibuli,,
dsac_ns_nguni_00266,cage,,,hok,,,isivalelizilwane,ikheji,,,indlu yentaka,indlu yezilwanyana ezincinci,,,,,sivalelo,ikheji,,,ikheyiji,ihogo,
dsac_ns_nguni_00267,calcium,,,kalsium,,,isakhimcako,ikhalisiyamu,,,ikhalsiyam,,,,,,ikhalisiyamu,,,,ikhalisiyamu,,
dsac_ns_nguni_00268,calcium carbonate n.,carbonate of lime,,kalsiumkarbonaat,,,isiqinisamathambo,,,,ikalsiyam khabhonethi,,,,,,ikhalisiyamukhabhonethi,,,,ikhalisiyamu khabhoneyithi,,
dsac_ns_nguni_00269,calculate,,,bereken,,,-bala,,,,bala,,,,,,bala,,,,balisisa,,
dsac_ns_nguni_00270,calculation,,,berekening,,,ukubala,isibalo,,,ukubala,,,,,,sibalo,,,,umbalisiso,ukubalisisa,
dsac_ns_nguni_00271,calculator,,,rekenaar,,,isibali,ikhalikhuletha,,,isixhobo sokubala,,,,,,sibali,ikhalikhuletha,,,isibalisisi,,
dsac_ns_nguni_00272,calf,,,kalf,,,inkonyane,,,,ithole,inkonyana,,,,,litfole,inkhonyane,,,ikonyana,idzinyani,
dsac_ns_nguni_00273,calix,,,blomkelk,,,amacembembali,izivikelamqumbe,,,isikhondo sentyatyambo,,,,,,licembe lembali,,,,ikhelikisi,,
dsac_ns_nguni_00274,callipers,,,meetpasser,,,udlawu lokukala,ikhalipha,,,isixhobo sokumentesha izazinge,isixhobo sokulinganisa izazinge,isixhobo sokumeta izazinge,,,,ludlawana,,,,ikhaliphasi,,
dsac_ns_nguni_00275,cam,,,nok,,,ikhemu,,,,intsimbi yenjini yemoto,,,,,,ikhemu,,,,ikhemu,,
dsac_ns_nguni_00276,camel,,,kameel,,,ikameli,,,,inkamela,,,,,,likamela,,,,igamela,ikamela,
dsac_ns_nguni_00277,camouflage {nature},,,kamoeflering,,,isifihlabunjalo,isenzasanwabu,ikhamaflashi,,ukugquka umkhondo,,,,,,sifihlabunjalo,kutifihla,,,ifanobhoduluko,ukunwabuza,
dsac_ns_nguni_00278,camp n.,,,kamp,,,inkambu,,,,inkampu,,,,,,inkhambu,,,,ikampa,idlelo,
dsac_ns_nguni_00279,can n.,,,blik,,,ikopi,ikani,,,ikani,,,,,,kukhena,,,,ibhulege,,
dsac_ns_nguni_00280,can v.,,,blik,,,-gcina ekopini,-gcina ekanini,,,inkonkxa,,,,,,khena,,,,khena,,
dsac_ns_nguni_00281,canal,,,kanaal,,,umselekazi,umsele,insunguzi,,inyoba,,,,,,umsele,,,,umselekazi,,
dsac_ns_nguni_00282,candle,,,kers,,,ikhandlela,,,,ikhandlela,,,,,,likhandlela,,,,ikhandlela,,
dsac_ns_nguni_00283,cane,,,rottang,,,uqalo,,,,izele,,,,,,umhlangamlambo,,,,ikheyini,,
dsac_ns_nguni_00284,cane sugar,,,rietsuiker,sukrose,,ushukela womoba,,,,izele leswekile,,,,,,shukela wemoba,,,,iswigiri yomoba,itjhukela yomoba,
dsac_ns_nguni_00285,canine adj.,,,hondagtig,,,okwenja,,,,uhlobo lakwanja,,,,,,lokusanja,,,,okusanja,inja,
dsac_ns_nguni_00286,canine tooth,,,oogtand,,,izinyo lenja,,,,ibamba,,,,,,litinyo lenja,,,,izinyo lenja,,
dsac_ns_nguni_00287,canister,,,houer,blik,kan,igobolondo,ithini,,,ibhokisana,inkonkxa,,,,,libhokisana,,,,igabha,,
dsac_ns_nguni_00288,canned product,,,ingemaakte produk,geblikte produk,,ukudla okugcinwe ethinini,ukudla okugcinwe ekopini,,,ukutya okunkonkxiweyo,,,,,,umkhicito lokheniwe,,,,ukudla okukheniweko,,
dsac_ns_nguni_00289,canning factory,cannery,,inmaakfabriek,,,imboni ekhiqiza okusemathinini,,,,umzi mveliso wokunkonkxa ukutya,,,,,,ifemu yekukhena,,,,ubukhenelo,,
dsac_ns_nguni_00290,canoe,,,kano,,,isihlenga,isikejana,,,iphenyane,,,,,,sikejane,,,,ikhanu,isiketjana,
dsac_ns_nguni_00291,capacitor,,,kapasitor,,,ingxenyesigcinamandla kagesi,,,,isigcini mbane,,,,,,sikhungo semandla agezi,,,,isimumathisikhafulimlilo,,
dsac_ns_nguni_00292,cape sparrow,,,mossie,,,undlunkulu,ujolwane wasekapa,isipero,,ingqabe,unondlwane,undlunkulu,,,,umswili,njolwane,,,iketeza,iketezi,
dsac_ns_nguni_00293,capsule,,,kapsule,saadomhulsel,,inhlumayo,igobolondo,umqumbembewu,,isingxobo sembewu,isingxobo sepete,,,,,ligobolondvo,,,,iqephe,ikhasi,
dsac_ns_nguni_00294,car,,,motor,,,imoto,,,,inqwelo-mafutha,imoto,,,,,imoti,imotolo,,,imodere,,
dsac_ns_nguni_00295,car battery,,,motorbattery,,,ilahle lemoto,,,,ibhetri yenqwelo mafutha,ibhetri yemoto,,,,,lilahle lemoti,libhethri lemotolo,lilahle lemotolo,libhethri lemoti,ibhethri lemodere,,
dsac_ns_nguni_00296,carbohydrate,,,koolhidraat,,,isikhuthazimandla,ikhabhohayidirethi,,,isakhamzimba esinika amandla,,,,,,sakhamandla,ikhabhohayidrethi,,,ikhabhohayidreyithi,,
dsac_ns_nguni_00297,carbon,,,koolstof,,,ikhabhoni,,,,isilahle,,,,,,ikhabhoni,,,,ikhabhoni,,
dsac_ns_nguni_00298,carbon dioxide,,,koolstofdioksied,koolsuurgas,,isikhutha,,,,umoya ongcolileyo,,,,,,sikhutsa,,,,ikhabhoni-dayoksayidi,isikhunta,
dsac_ns_nguni_00299,carbon monoxide,,,koolstofmonoksied,,,isisi semoto,,,,umoya ongcolileyo okhutshwa zizithuthi,,,,,,umusi,ikhabhonimonoksayidi,,,ikhabhoni-monoksayidi,isimogo,
dsac_ns_nguni_00300,cardboard,,,karton,,,ikhalibhodi,,,,ikhalibhodi,,,,,,ikhadibhodi,,,,ikhadibhodi,,
dsac_ns_nguni_00301,cargo,,,vrag,,,umthwalokazi wezimpahla,,,,umthwalo,,,,,,umtfwalo,,,,umthwalo,intundu,
dsac_ns_nguni_00302,carnation,,,angelier,,,ingadi yezimbali,imbalimakha,ikhaneshi,,intyatyambo,uhlobo lwentyatyambo,,,,,ikhaneshini,,,,ikhaneyitjhini,,
dsac_ns_nguni_00303,carnivore,meat-eating animal,,karnivoor,vleiseter,,isiphilanganyama,,,,isidla-nyama,,,,,,sidlanyama,,,,isidlanyama,,
dsac_ns_nguni_00304,carpenter,,,timmerman,,,umbazi,,,,umchweli,,,,,,umbati,,,,ukapendari,umbazi,
dsac_ns_nguni_00305,carpet,,,mat,,,ukhaphethi,,,,ikhaphethi,,,,,,imati,ikhaphethi,,,ikhaphethe,,
dsac_ns_nguni_00306,carrion,,,aas,,,inyama esibola,isibhucu,,,inyama ebolileyo,,,,,,inyama lebolako,,,,ingcuba,,
dsac_ns_nguni_00307,carrion eater,,,aasvretende dier,,,indlasibhucu,,,,isilwanyana esitya inyama ebolileyo,,,,,,sidlanyama lebolako,,,,isidlangcuba,,
dsac_ns_nguni_00308,carrot,,,wortel,,,inqante,isaqathi,,,umnqathe,,,,,,likherotsi,,,,ivotlolo,umhlaza,
dsac_ns_nguni_00309,cartilage,,,kraakbeen,,,uqwanga,,,,intlala,,,,,,umgumugumu,,,,urwamurwamu,,
dsac_ns_nguni_00310,carton,,,kartonhouer,,,ibhokisi,ikhathoni,,,ibhokisi yephepha,,,,,,likhathoni,,,,iphanagana,,
dsac_ns_nguni_00311,casting,,,gieting,gietwerk,,ukubumba,ukwakha,,,ukuxonkxa,,,,,,kufula,,,,ukubumba,,
dsac_ns_nguni_00312,cast iron,,,gietyster,,,inyela,insimbi eqhephukayo,,,intsimbi yokuxonkxa,isinyithi sokuxonkxa,,,,,insimbibhodo,,,,isimbimvango ebunjiweko,,
dsac_ns_nguni_00313,catalogue,,,katalogus,,,ahlukhangisa,ikhathalogi,,,uludwe,uluhlu,,,,,ikhathalogi,,,,ikhathalogi,,
dsac_ns_nguni_00314,catalyst,,,katalisator,,,isikhuthazinguquko,isiguqulisimo,,,isiphembeleli,,,,,,sikhutsati,ikhathalisti,,,isiwumeli,ingumelo,
dsac_ns_nguni_00315,catapult,,,katapult,,,isihlilingi,,,,isilingi,,,,,,silingi,,,,iketi,iregere,
dsac_ns_nguni_00316,caterpillar,,,ruspe,,,inhlava,,,,umbungu,,,,,,sibungu,sihlava,,,isibunguviyaviyani,,
dsac_ns_nguni_00317,cattle,,,beeste,,,izinkomo,,,,iinkomo,,,,,,tinkhomo,,,,iinkomo,,
dsac_ns_nguni_00318,cattle fodder,,,veevoer,,,ifolishi,,,,ukutya kweenkomo,,,,,,ifolishi,,,,ifuru,,
dsac_ns_nguni_00319,caustic,,,bytend,,,-dlavuzayo,-shisayo,,,evutha msinyane,,,,,,-dlavutako,,,,-dlavuzako,,
dsac_ns_nguni_00320,caustic soda,sodium hydroxide,,seepsoda,bytsoda,,usota odlavuzayo,isodiyamu hayidrosayidi,,,isoda edlakazayo,isoda etshabalalisayo,ilorho,,,,ikhostiki soda,,,,ikhosithikisoda,,
dsac_ns_nguni_00321,cell {battery},,,sel,,,isiphehligesi esiyikhemikhali,isiphehlo sekhemikhali,ilahle,,ibhetri,,,,,,lilahle,,,,iseli,,
dsac_ns_nguni_00322,cell,,,sel,,,inhlayiya,inhlayiyakuphila,,,iseli,,,,,,inhlayiya,,,,iseli,,
dsac_ns_nguni_00323,cellulose,,,sellulose,,,uthwethwesi,ulwelwesi,uphephelezi,,ixolo ekwenziwa ngalo iphepha,iselulosi,,,,,iselulosi,,,,iselulosi,,
dsac_ns_nguni_00324,cement,,,sement,,,usimende,,,,isamente,,,,,,isemende,,,,isamende,,
dsac_ns_nguni_00325,cement dam,,,sementdam,,,idamu elakhiwe ngosimende,,,,idama elenziwe ngesamente,,,,,,lidamu lasemende,,,,idamu lesamende,,
dsac_ns_nguni_00326,cemetery,,,begraafplaas,,,emangcwabeni,emathuneni,emalibeni,,amangcwabeni,,,,,,emadlizeni,emalibeni,emathuneni,,amazindla,isirabha,amaliba
dsac_ns_nguni_00327,centi,,,senti,,,ingxenye eyodwa ekhulwini,,,,ekhulwini,,,,,,incenye ekhulwini,,,,isenthi,,
dsac_ns_nguni_00328,centimetre,cm,,sentimeter,cm,,isentimitha,,,,isentimitha,,,,,,isentimitha,,,,isenthimitha,,
dsac_ns_nguni_00329,centipede,,,oorkruiper,honderdpoot,,inkume,inyoka yabafazi,,,inkuma,,,,,,inyoka yebafati,indlandlalati,,,umswenya,,
dsac_ns_nguni_00330,centre of gravity,,,swaartepunt,,,inkabasisindo yokuwayo,,,,umbindi wombizane womhlaba,umbindi wesitsaleli-zantsi,,,,,inkhaba yesisindvo,,,,ikaba yedoselophasi,,
dsac_ns_nguni_00331,century,,,eeu,,,ikhulunyaka,,,,inkulungwane,,,,,,nyakakhulu,,,,ikhuluminyaka,,
dsac_ns_nguni_00332,ceramic,,,keramiek,,,ubumba oluphekiwe,ubumba olushisiwe,iseramikhi,,udongwe olutshisiweyo,,,,,,libumba lelishisiwe,,,,iseramikhi,,
dsac_ns_nguni_00333,ceramics,,,pottebakkerskuns,,,ukubumba,,,,ubuchule bokubumba ngodongwe olutshisiweyo,,,,,,kubumba,,,,ukubumba,,
dsac_ns_nguni_00334,cereal,,,graan,,,amasiriyeli,,,,amakhatshu,,,,,,lokusanhlavana,,,,ukudla kwekuseni okumakariya,,
dsac_ns_nguni_00335,chain,,,ketting,,,iketango,,,,ityathanga,umqokozo,itsheyina,,,,luketane,,,,iketani,,
dsac_ns_nguni_00336,chameleon,,,verkleurmannetjie,,,unwabu,,,,ulovane,,,,,,lunwabu,,,,inwabu,,
dsac_ns_nguni_00337,channel n. {a passage e.g. for water or liquids},,,kanaal,,,umgudu wamanzi,umgudu woketshezi,,,inyoba,umjelo,,,,,umsele,,,,umsele,,
dsac_ns_nguni_00338,channel n. {communication},,,kanaal,,,umguduxhumano,,,,ijelo lonxibelelwano,ijelo lamaza omoya,,,,,siteshi semsakato,ishaneli,,,itjhaneli,,
dsac_ns_nguni_00339,channel v. {control or direct something},,,kanaliseer,,,-qondisa,-lawula,,,ukujela,ukuhambisa,,,,,lawula,condzisa,,,khambisa ngomsele,,
