id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,tso__001,tso__002,tso__003,tso__004
dsac_multi_math_00181,cone,,,,keël,kegel,,,ikhoni,okuyisiyingilizi ngaphansi,,,ikhowuni,ikhoni,,,,ikhoni,,,,,isikurwana,imbumbulo,,topo,,,khoune,,,,khounu,,,khounu,,,,,khoni,,,
dsac_multi_math_00182,congruent shapes,,,,kongruente vorms,,,,imidwebo efanancamashi,imidwebo elinganayo,,,ukumila okulingana nxa zonke,,,,,imidvwebofanana,imidvwebolingana,,,,amajamo alinganako,,,dibopegotshwano,,,dibopego tša go swana,dibopegotshwani,dibopegotshwano,,dibopeho tse tshwanang,,,zwivhumbeo zwi fanaho na u eḓana,,,,,swivumbeko-fanana,,,
dsac_multi_math_00183,congruent triangles,,,,kongruente driehoeke,,,,onxantathu abalinganayo,,,,unxantathu olingana nxa zonke,oonxantathu abalingana nxa zonke,,,,bocalatsatfufanana,bocalatsatfulingana,,,,aboncantathu abalinganako,,,dikhutlotharo - tshwano,,,dikhutlotharo tša go swana,dikhutlotharotshwano,dikhutlotharotshwani,,kgutlotharo tse tshwanang,,,ṱhofunḓeraru dzi fanaho na u eḓana,khuḓararu dzi fanaho na u eḓana,,,,tiyinhla-nharhu-fanana,tithirayiengele to fana,,
dsac_multi_math_00184,connect,join,,,verbind,,,,xhumanisa,,,,hlanganisa,dibanisa,,,,hlanganisa,jomelela,,,,hlanganisa,,,gokaganya,tshwaraganya,,kopantšha,swaraganya,,,hokela,,,ṱanganya,-ṱuma,,,,hlanganisa,thuma,,
dsac_multi_math_00185,connecting lines,,,,verbindingslyne,,,,imigqa exhumanisayo,,,,imigca ehlanganisayo,imigca ehlangeneyo,imigca edibeneyo,,,imigca lehlanganisako,imigca lejomelelako,,,,imida ehlanganisako,,,melakgokaganyo,melatshwaraganyo,,methalokopanyi,,,,mela e hokelanang,,,mitalo ya u ṱumanya,mitalo ya u ṱanganya,,,,tilayeni to hlanganisa,,,
dsac_multi_math_00186,consecutive number,,,,opeenvolgende getal,,,,izinombolo ezilandelanayo,,,,inani elilandelelanayo,inani elilandelayo,,,,inombolo lelandzelako,,,,,iinomboro ezilandelanako,,,dipalotatelano,,,nomorotatelano,,,,palo tse latelanang,,,nomborothevhekano,mbalo dzine dza tevhelana,,,,tinomboro-landzelelana,,,
dsac_multi_math_00187,constant n.,,,,konstante,,,,okungaguquki,okumiyo,,,inani okanaye isixa esingaguqukiyo,engaguqukiyo,,,,ngantjintji,ngagucuki,,,,hlalanjalo,,,-tlhomameng,,,sa fetogego,,,,e sa fetoheng,,,-sa shanduki,,,,,xo tshama tano,xo ka xi nga cinci,,
dsac_multi_math_00188,constant function,,,,konstante funksie,,,,uphawu olungaguquki,,,,umsebenzi ongaguqukiyo,umthetho ongaguqukiyo,,,,umsebenti longantjintji,,,,,umsebenzi ohlala unjalo,,,palelotlhomamo,,,khii ya sebaledi ya go fa karabo,,,,kamano e sa fetoheng,,,mushumo u sa shanduki,,,,,xitirhisiwa xo tshama tano,,,
dsac_multi_math_00189,contain,,,,bevat,,,,qukethe,,,,iqulethe,qulatha,,,,cukatsa,mumatsa,,,,mumatha,,,-na le,,,na le,go akaretša,akaretša,,- na le,- kentse,- tshetse,-faredza,,,,,tamela,,,
dsac_multi_math_00190,container,,,,houer,,,,isiqukathi,,,,isiqulatho,isikhongozelo,,,,sicukatsi,simumatsi,,,,isimumathi,,,setshodi,setshelo,seduti,setšhelo,,,,setshelo,,,tshifaredzi,,,,,xitamelo,khonteyinara,,
dsac_multi_math_00191,content n.,,,,inhoud,,,,okuqukethwe,okumumethwe,okuphethwe,,umthamo,isiqulatho,,,,lokucuketfwe,,,,,okumumethweko,,,mothamo,,,dikagare,,,,dikateng,dikahare,,zwi re ngomu,zwifaredzwa,,,,swileti leswi nga ndzeni,,,
dsac_multi_math_00192,continue,proceed,,,voortgaan,gaan voort,,,qhubeka,,,,qhubeka,,,,,chubeka,,,,,ragela phambili,,,tswelela,,,tšwela pele,,,,tswella,,,u ya phanḓa,-bvela phanḓa,,,,ku yisa emahlweni,,,
dsac_multi_math_00193,conversion,,,,omsetting,,,,inguquko,,,,inguquko,uguqulo,,,,ingucuko,luntjintjo,,,,itjhuguluko,,,phetolelo,,,phetogo,,,,phetolelo,,,-tshanduko,,,,,ku hundzuluxa xivumbeko,,,
dsac_multi_math_00194,convert v.,,,,omsit,herlei,,,guqula,,,,guqula,,,,,-gucula,,,,,tjhugulula,,,fetolela,,,fetola,,,,fetola,,,-shandukisa,,,,,cinca,hundzuluxa,,
dsac_multi_math_00195,copy n.,,,,kopie,,,,umfuziselo,ikhophi,,,ikopi,,,,,ikhophi,,,,,ikhophi,isisalela,,kopiso,,,khophi,sengwalollwa,,,khopi,,,khophi,,,,,khopi,,,
dsac_multi_math_00196,copy v.,,,,kopieer,,,,kopisha,yenza kufane,,,ukukopa,,,,,kopa,kophela,,,,kopulula,,,kopisa,,,go kopolla,go kopiša,,,kopitsa,qopitsa,,-kopa,,,,,kopisa,,,
dsac_multi_math_00197,corner,,,,hoek,,,,ichopho,,,,ikona,incam,,,,likhona,,,,,ikhona,ihugu,,sekhutlo,,,sekhutlo,,,,vetheks,,,khuḓa,,,,,khona,jiko,,
dsac_multi_math_00198,correct v.,,,,korrigeer,,,,qondisa,lungisa,,,lungisa,,,,,lungisa,,,,,lungisa,,,siamisa,,,phošaolla,,,,lokisa,,,-lulamisa,-khakhulula,,,,lulamisa,,,
dsac_multi_math_00199,correct answer,,,,regte antwoord,korrekte antwoord,,,impendulo eqondile,impendulo eyiyo,,,impendulo efanelekileyo,impendulo echanekileyo,,,,imphendvulo lelungile,imphendvulo mbamba,imphendvulo lengiyo,,,ipendulo elungileko,ipendulo ekungiyo,,karabo e e nepagetseng,karabo e e siameng,,karabo ya maleba,karabo ya nnete,,,karabo e nepahetseng,,,phindulo yone,phindulo ya vhukuma,,,,nhlamulo-nene,,,
dsac_multi_math_00200,correction,,,,korreksie,,,,ukulungisa,,,,isilungiso,ulungiso,,,,silungiso,kulungisa,,,,isilungiso,,,tshiamiso,,,phošaollo,,,,tokiso,,,ndulamiso,,,,,ndzulamiso,,,
dsac_multi_math_00201,correct sequence,,,,korrekte volgorde,,,,ukulandelana okuyikho,,,,indlela yezilungiso,ulandelelwano olufanelekileyo,,,,luhlu lolungilo,kulandzelana lokungiko,,,,ilandelano elingilo,ukulandelana ekungikho,,tatelano e e siameng,,,tatelano ya maleba,,,,tatelano e nepahetseng,,,mutevhe wone,,,,,nxanxamelo lowu lulameke,,,
dsac_multi_math_00202,correspond,,,,ooreenkom,,,,hambisana,vumelana,,,ukungqinelana,ukuhambelana,ukusebenzisana,,,-hambisanako,-hambisana na,-hambisa ne,,,-khambelanako,,,tsamaelana,,,kwana,,,,dumellana,nyallana,tsamaellana,elana,ṱutshelana,,,,yelana,,,
dsac_multi_math_00203,cost n.,,,,koste,,,,intengo,,,,ixabiso,indleko,,,,intsengo,,,,,intengo,,,tlhotlhwa,,,theko,,,,theko,,,mutengo,,,,,nxavo,,,
dsac_multi_math_00204,count,,,,tel,,,,bala,,,,bala,,,,,bala,,,,,bala,,,bala,,,bala,,,,bala,,,-vhala,,,,,ku hlayela,,,
dsac_multi_math_00205,counter,,,,teller,,,,isibali,umbali,,,umbali,isixhobo sokubala,,,,umbali,sibali,,,,umbali,isibali,,sebadi,mmadi,,mmadi,sebadi,sebaledi,,mmadi,sesebediswa sa ho bala,,muvhali,tshivhali,,,,Xihlayi,Muhlayi,,
dsac_multi_math_00206,counting rhyme,,,,telrympie,,,,isigqi sokubala,,,,imvano siphelo yobalo,isicengcelezi,isingqi sokubala,,,imvumelwanokubala,,,,,umdumo wokubala,,,pinapalo,,,morumopadi,,,,morethetho wa ho bala,,,tshidade tsha mivhalo,,,,,xinsin’wana xa nhlayelo,,,
dsac_multi_math_00207,crayon,,,,kryt,,,,ikhrayoni,amapeni ambalabala okudweba,,,ikhrayoni,,,,,ikhrayoni,,,,,ipensela yombala,ikhrayoni,,motakalala,,,khrayone,khala,,,kraeyone,,,khirayoni,,,,,khirayoni,,,
dsac_multi_math_00208,create,make,,,skep,,,,-akha,-enza,bumba,,akha,yila,dala,ukwenza,,enta,sungula,dala,camba,,akha,bumba,tlama,bopa,tlhama,,hlama,bopa,,,bopa,,,-vhumba,-sika,,,,vumba,tumbuluxa,endla,
dsac_multi_math_00209,cross out,,,,skrap,,,,khansela,cisha ngomugqa,,,ukuhhlaba,susa,shenxisa,,,khansela,,,,,khansela,,,bolaya,,,go khansela,,,,etsa mola o parolang,,,-thutha nga mutalo,,,,,thunya,,,
dsac_multi_math_00210,crossword puzzle,,,,blokkiesraaisel,,,,isiphicamagama,,,,iphazile yomlabalaba,iphazili yamagama,,,,iphazili yemagama,iphazili yetinombolo,,,,isirarejo samagama,,,malepafoko,,,tharollontšu,,,,malatadiana a mantswe,malepa,,khanganyiso ya maipfi,mutambo wa u ṱanganya maipfi,phaziḽi ya u ṱanganyisa maipfi,,,xiphazamiso-marito,,,
dsac_multi_math_00211,cube n.,third power,,,derde mag,,,,inombolo ephindwe kathathu,,,,ityhubhu,isiphumo,,,,siphindvwakatsatfu,ikhiyubhu,,,,ikhuyubhu,,,seraro,,,palokatišwatharong,khupu,,,khiubu,,,khiubu,u ḓiandisa kararu,,,,khubu,,,
dsac_multi_math_00212,cube n.,square box,,,kubus,,,,isikwelebhokisi,ikhiyubhu,,,ibhokisi esikwere,,,,,sikwelebhokisi,,,,,ibhokisi elisikwere,ikhiyubhu,,popegotaese,,,sekwerepokisi,lepokisi la sekwere,khupu,,lebokose le sekwere,,,khiubu,,,,,bokisi ra xikwere,bokisi-khubu,,
dsac_multi_math_00213,cubic centimetre,cm³ <Abbreviation>,,,kubieke sentimeter,cm³,,,ikhiyubhu elinezilinganiso eziyisentimitha,,,,isentimitha eziphindaphinde ka-3,ityhubhikhi mitha,,,,ikhiyubhikisentimitha,,,,,isentimitha yekhubhikhi,,,sentimetaraseraro,,,khupikisentimetara,,,,khiubike sentimitara,,,khubiki senthimitha,senthimitha ya khubiki,,,,khubiki ya sentimitara,,,
dsac_multi_math_00214,cubic metre,m³ <Abbreviation>,,,kubieke meter,m³,,,ikhiyubhu elinezilinganiso eziyimitha,,,,ityhubhiki mitha,,,,,ikhiyubhikimitha,,,,,ikhuyubhikhimitha,,,metaraseraro,,,khupikimetara,,,,khiubike mmitha,,,khubiki mitha,mitha-tshararu,mitha wa khubiki,,,khubiki ya mitara,,,
dsac_multi_math_00215,cuboid,,,,kuboïed,reghoekige blok,,,okusasikwele bhokisi,,,,ebutshyhubhu,ityhubhoyidi,umngxu,,,-sasikwelebhokisi,-sadayisi,ikhiyubhodi,,,-njengekhiyubhikhi,-sakhiyubhikhi,,popegoseraro,,,sebopegotaese,,,,khiuboete,,,tshivhumbeo tsha khiubu,,,,,xifaniso-khubu,,,
dsac_multi_math_00216,cup <250 ml>,measuring liquids,,,koppie,,,,inkomishi,,,,ikomityi,,,,,inkomishi,,,,,ikomitji,,,kopi,,,komiki,,,,kopi,,,khaphu,,,,,komichi,khapu,,
dsac_multi_math_00217,currency,,,,geldeenheid,,,,imali yalelozwe,,,,imali yelizwe elithile,uhlobo lwemali,,,,luhlobo lwemali,ikharensi,,,,irherho lemali,,,ledi,,,tšhelete,,,,tjhelete,,,tshelede,,,,,ximali-tiko,,,
dsac_multi_math_00218,cursor {computer},,,,merker,posisiemerker,,,inkomba,,,,ikhesa,isalathisi sekhompyutha,,,,ikhesa,,,,,ikhesa,,,tshupane,khesa,,khesa,sešupi,,,khesa,,,khesa,tsumbavhuyo ya khomphiyutha,,,,xikombetelo,khesa,,
dsac_multi_math_00219,curve,,,,kromme,,,,igwinci,,,,igophe,,,,,bhendile,,,,,umuda obuzombe,umuda ojikelezako,,kgogoropo,,,modikelela,,,,mothinya,,,govhe,,,,,jiko,,,
dsac_multi_math_00220,curved,,,,geboë,gekrom,,,magwinci,,,,bugophe,gobile,,,,libhendile,-bhendile,,,,zombelezako,jikelezako,,-kgogoropo,,,dukeletšego,,,,kgopamisitswe,,,-govheaho,,,,,xo goveka,xo khotseka,,
dsac_multi_math_00221,curved line,,,,geboë lyn,krom lyn,,,umugqa oligwinci,,,,umgca onegophe,umgca ogobileyo,,,,umugca lobhendile,,,,,umuda ozombelezako,umuda ojikelezako,,molakgogoropo,,,mothaladi wa go dikelela,,,,mola o kgopameng,,,mutalo wo govheaho,mutalo wo khevaho,,,,layeni yo goveka,layeni yo khotseka,,
dsac_multi_math_00222,cylinder,,,,silinder,,,,isilinda,,,,isilinda,,,,,isilinda,,,,,isilinda,,,selennere,,,silintere,,,,silendara,,,siḽinda,,,,,silindara,,,
dsac_multi_math_00223,cylindrical,,,,silindervormig,silindries,,,sasilinda,,,,busilinda,emile okwesilinda,,,,sasilinda,,,,,-busilinda,,,- selennere,,,sesilintere,,,,- kang silendara,,,tshivhumbeo tsha siḽinda,,,,,xisilindara,,,
dsac_multi_math_00224,data,,,,data,gegewens,,,ulwazingqangi,ulwazingqo,,,idatha,iinkcukacha,,,,lwati,idatha,,,,idatha,okunikelweko,,tshedimosetso,,,tshedimošo,data,dintlhakgoboketšwa,tshedimošokgoboketšwa,pokello ya dintlha,,,data,,,,,datara,,,
dsac_multi_math_00225,data collection,,,,data-insameling,insameling van data,datakolleksie,,ukuqoqwa kolwazi,,,,uqokelelo iinkcukacha,,,,,kugcogca lwati,kugcogca idatha,lugcogcolwati,,,ibuthelelo ledatha,ibuthelelo lokunikelweko,,kokoanyotshedimosetso,,,kgobokodata,kgoboketšotshedimošo,,,pokeletso ya dintlha,,,khuvhanganyo ya data,u kuvhanganya data,,,,nhlengeleto-datara,,,
dsac_multi_math_00226,date,,,,datum,,,,usuku lwenyanga onyakeni,,,,umhla,ideyithi,,,,lusuku,,,,,umuhla,isuku,,letlha,,,tšatšikgwedi,,,,mohla,,,deithi,datumu,ḓuvha,,,siku,,,
dsac_multi_math_00227,day,,,,dag,,,,usuku,,,,usuku,,,,,lilanga,,,,,ilanga,,,letsatsi,,,letšatši,,,,letsatsi,,,ḓuvha,,,,,siku,,,
dsac_multi_math_00228,days of the week {time},,,,dae van die week,,,,izinsuku zesonto,,,,iintsuku zeveki,,,,,emalanga eliviki,,,,,amalanga weveke,,,malatsi a beke,,,matšatši a beke,,,,matsatsi a beke,,,maḓuvha a vhege,,,,,masiku ya vhiki,,,
dsac_multi_math_00229,decade,,,,dekade,,,,ishuminyaka,ishumi leminyaka,,,ishumi leminyaka,,,,,lishumi leminyaka,umnyakashumi,,,,itjhumi leminyaka,,,ngwagasome,,,ngwagasome,,,,mengwaha e leshome,,,ṅwahafumi,miṅwaha ya fumi,dikheidi,,,lembe-xikhume,dikheyidi,,
dsac_multi_math_00230,decagon,,,,dekagoon,tienhoek,,,unxashumi,,,,unxa-shumi,idekhagoni,,,,calashumi,,,,,idikhagoni,,,tlhakoresome,,,sebopego sa hlakoresome,,,,mahlakore a leshome,,,khuḓafumi,,,,,yinhla-dzi-khume,dikhagoni,,
dsac_multi_math_00231,December,,,,Desember,,,,uZibandlela,uDisemba,,,eyoMnga,uDisemba,,,,INgongoni,iNkhosi lenkhulu,Disemba,,,Unobayeni,Disemba,,Sedimonthole,,,Disemere,,,,Tshitwe,,,Nyendavhusiku,,,,,N’wendzamhala,,,
dsac_multi_math_00232,decimal,,,,desimaal,,,,iqhezu lokubalwa ngokweshumi,,,,idesimali,,,,,idesimali,,,,,idesimali,,,someng,tesimale,,tesimale,,,,desimale,,,tshifumi,desimaḽa,,,,desimali,xikhume,,
dsac_multi_math_00233,decimal collection,,,,desimale versameling,desimale kolleksie,,,iqoqo leqhezu lokweshumi,,,,uqokelelo-manani ngokwedesimali,,,,,lugcogcodesimali,,,,,ibuthelelo ledesimali,,,kokoanyosomeng,kokoanyotesimale,,kgobokotesimale,,,,pokeletso ya desimale,,,khuvhanganyo ya desimala,khuvhanganyo ya tshifumi,,,,nhlengelo wa xikhume,nhlengelo wa xidesimali,,
dsac_multi_math_00234,decimal comma,,,,desimale komma,desimaalkomma,,,ukhefana weqhezu lokweshumi,,,,ikoma,,,,,likhefu ledesimali,,,,,ikhoma yedesimali,,,phegelwanasomeng,,,fegelwanatesimale,,,,feelwane ya desimale,,,khomadesimala,khomatshifumi,,,,hefemulo wa xikhume,hefemulo wa xidesimali,,
dsac_multi_math_00235,decimal format,,,,desimale formaat,desimaalformaat,,,isakhiwo seqhezu lokweshumi,,,,ubhalo ngedesimali,,,,,simo sedesimali,,,,,isakhiwo sedesimali,,,thulaganyosomeng,,,sebopegotesimale,,,,mokgwa wa desimale,,,tshivhumbeo tsha desimala,tshidesimala,fomethe ya desimala,,,xivumbeko xa xidesimali,xivumbeko xa xikhume,,
dsac_multi_math_00236,decimal fraction,,,,desimale breuk,desimaalbreuk,,,iqhezu lokweshumi,,,,iqhezu ledesimali,iqhekeza ledesimali,,,,lucetu lwedesimali,,,,,icezu ledesimali,,,palophatlosomeng,,,palophatlotesimale,,,,sekoto sa desimale,,,tshipiḓa tsha tshifumi,tshidesimala,furakisheni ya desimala,,,xiphemu xa xikhume,xiphemu xa xidesimali,,
dsac_multi_math_00237,decimal notation,,,,desimale notasie,desimaalnotasie,,,ukubhala ngeqhezu lokweshumi,,,,ubhalo-manani ngedesimali,,,,,indlela yekubhala ngedesimali,indlelakubhala,,,,inotheyitjhini yedesimali,,,mokwalopalosomeng,,,mongwalopalotesimale,,,,mongolo wa desimale,,,kuṅwalele kwa tshifumi,kuṅwalele kwa desimala,nothesheni ya desimala,,,nxaxameto wa xikhume,,,
dsac_multi_math_00238,decimal number,,,,desimale getal,desimaalgetal,,,inombolo yeqhezu lokweshumi,,,,inani eliyidesimali,,,,,inombolo yesidemali,,,,,inomboro yedesimali,,,palosomeng,,,nomorotesimale,palotesimale,,,palo ya desimale,,,nomborotshifumi,nomborotshidesimala,mbalo ya desimala,nomboro ya desimala,,nomboro ya xidesimali,,,
dsac_multi_math_00239,decimal point,,,,desimale punt,desimaalpunt,,,ichashazi leqhezu lokweshumi,,,,ichaphaza ledesimali,,,,,licashati ledesimali,,,,,icatjhaza ledesimali,,,khutlosomeng,,,khutlotesimale,,,,kgutlo ya desimale,,,tshiga-tshifumi,tshiga desimala,,,,hiko ya xidesimali,,,
dsac_multi_math_00240,decimal sign,,,,desimale teken,desimaalteken,,,uphawu lweqhezu lokweshumi,,,,uphawu lwedesimali,,,,,luphawu lwedesimali,,,,,itshwayo ledesimali,,,letshwaosomeng,,,leswaotesimale,,,,letshwao la desimale,,,luswayo tshifumi,luswayo desimala,tshiga tsha desimala,,,mfungo wa xidesimali,,,
dsac_multi_math_00241,decimal system,,,,desimale stelsel,desimaalstelsel,,,uhlelo lokubala ngeqhezu lokweshumi,,,,indlela yokubala ngokwedesimali,indlela yokubala kwesishumi,,,,indlela yesidesimali,sidesimali,,,,irherho ledesimali,,,thulaganyosomeng,,,mokgwatesimalee,,,,mokgwa wa desimale,hlohlomelo ya desimale,,sisiṱeme tshifumi,sisiṱeme ya desimala,,,,sisiteme ya xidesimali,,,
dsac_multi_math_00242,decrease,,,,afneem,daal,,,nciphisa,yehlisa,,,nciphisa,cutha,,,,nciphisa,ehlisa,,,,phungula,,,fokotsa,,,fokotša,,,,fokotsa,,,fhungudza,,,,,hunguta,,,
dsac_multi_math_00243,deduct,,,,aftrek,,,,susa,cozula,,,thabatha,,,,,susa,khipha,,,,khupha,dosa,,ntsha,,,ntšha,,,,tlosa,,,-ṱusa,-bvisa,,,,susa,,,
dsac_multi_math_00244,degree <symbol °> {temperature},,,,graad,,,,uphawu lokukala izinga lokushisa,,,,iqondo,,,,,lizingakushisa,,,,,idigri,,,dikerii,,,kgato,grata,kelophišo,seelaphišo,kgato,,,digirii,,,,,mpimo-xiyimo,,,
dsac_multi_math_00245,degree <symbol °> {angles},,,,graad,,,,uphawu lokukala igumbi,,,,idigri,umlinganiselo we-engile,,,,idigri,,,,,idigri,,,dikerii,,,kgato,kelontlha,seelakhutlo,,kgato,,,digirii,,,,,digiri ya engele,,,
dsac_multi_math_00246,delete,erase,,,skrap,uitwis,,,cisha,sula,,,cima,susa,,,,cima,cisha,,,,sula,,,phimola,,,phumola,tloša,,,phumula,hlakola,,bvisa,raba,phumula,-thutha,,chukucha,sula,,
dsac_multi_math_00247,denominator,divisor,,,noemer,deler,,,inombolophansi eqhezwini,,,,inani,idinomineyitha,,,,nombolophasi,nambaphansi,,,,idinomineyitha,isehlukanisi,inomboro engaphasi komuda,lerei,,,selekanyo,searodi,seripaganyi,sekgaoganyi,searodi,,,dinomineitha,khovhi,mbalofhasi,mbalotshifhasi,,nhlayo-hansi,dinominetara,,
dsac_multi_math_00248,deposit,,,,deposito,,,,imali elondoloziwe,,,,faka,valela imali,,,,idiphozi,sibambiso,,,,isibambiso,,,letlotlo,,,tipositi,tšheletepolokwa,,,diphositi,,,dibositi,mbulungo,,,,diphoziti,,,
dsac_multi_math_00249,depth,,,,diepte,,,,ukujula,,,,ubunzulu,,,,,kujula,kushona,,,,ukutjhinga,,,boteng,,,botebo,,,,botebo,,,vhudzivha,vhungolo,,,,vuento,byento,,
dsac_multi_math_00250,descend,,,,daal,afdaal,,,ehla,,,,ukuhla,,,,,ehla,,,,,ehla,,,fologela,,,theoga,,,,theoha,,,-tsitsa,,,,,rhelela,,,
dsac_multi_math_00251,descending order,,,,dalende orde,,,,ukuhlela ngendlela eyehlayo,,,,ucwangciso ngokobuncinci,ucwangciso ngokuhla,,,,ngendlela leyehlako,,,,,irhemo lokwehla,,,thulaganyo phologelo,,,tatelanotheoga,,,,tlhahlamano e theohang,,,thevhekano ya u tsitsa,,,,,hi ku rhelela,,,
dsac_multi_math_00252,describe,,,,beskryf,,,,chaza,,,,cacisa,chaza,,,,chaza,,,,,hlathulula,chaza,,tlhalosa,,,hlaloša,laodiša,,,hlalosa,,,-buletshedza,,,,,hlamusela,,,
dsac_multi_math_00253,description,,,,beskrywing,,,,incazelo,,,,ingcaciso,,,,,inchazelo,,,,,ihlathululo,ichazo,,tlhaloso,,,tlhalošo,taodišo,,,tlhaloso,,,mbuletshedzo,,,,,nhlamuselo,,,
dsac_multi_math_00254,determine,,,,bepaal,,,,nquma,,,,qinisekisa,,,,,tfola,kucinisekisa,,,,qinisekisa,thola,,tlhomamisa,,,laetša,bontšha,kgonthišiša,,fumana,,,-ta,-wana,,,,kuma,,,
dsac_multi_math_00255,diagonal,,,,diagonaal,,,,inhlanganisamachopho,,,,umxweso,ukuxwesa,idayagonali,,,-vundlako,-vundlile,bhukula,,,-ligege,-butjhigama,,tshekaganyo,,,taekonale,rapamego,,,ho tshekalla,,,mubuḓakhuḓa,daigonaḽa,,,,xihingakanya,,,
dsac_multi_math_00256,diagram,,,,diagram,,,,umdwebo,,,,umzobo,idayagramu,,,,umdvwebo,idayagramu,,,,umfanekiso,,,tlhagiso,,,seswantšho,taekramo,,,daekeramo,,,nyolo,daigiramu,,,,xifaniso,dayagiramu,,
dsac_multi_math_00257,diagrammatic presentation,,,,diagrammatiese voorstelling,,,,ukuhlaziya ngomdwebo,ukukhombisa ngomdwebo,,,ukubonisa ngomzobo,,,,,setfulomdvwebo,,,,,isethulo esifanekisako,,,tlhagisotshwantsho,,,tlhagišotshwantšhwa,tlhagišo ya taekramo,,,tshebediso ya daekeramo,,,tsumbedza nyolo,,,,,vumpfampfarhuti,,,
dsac_multi_math_00258,diameter,,,,middellyn,diameter,,,inkabamudwa,,,,isinqumla-sangqa esizikithini,idayamitha,,,,idayamitha,,,,,idayamitha,,,molagare,,,molagare,taemetha,,,daemetha,,,phandakati,dayamitha,daimitha,,,xikarhi,dayamitara,,
dsac_multi_math_00259,diamond {figure},,,,diamant,,,,ucija,,,,idayimani,,,,,idayimane,,,,,idayimani,,,taemane,,,taamane,taemane,,,taemane,,,musendo,,,,,dayimana,,,
dsac_multi_math_00260,diamond-shaped,,,,diamantvormig,,,,okusacija,,,,emile budayimani,,,,,-sadayimane,simodayimane,,,,ijamo elisadayimani,,,popegotaemane,,,setaamane,setaemane,,,sebopeho sa taemane,,,tshivhumbeo tsha musendo,,,,,xidayimana,,,
dsac_multi_math_00261,differ,,,,verskil,,,,ehluka,,,,ahluka,,,,,hluka,,,,,hluka,,,farologana,,,fapana,,,,fapafapana,,,-fhambana,,,,,hambana,,,
dsac_multi_math_00262,difference,,,,verskil,,,,umehluko,,,,umahluko,,,,,umehluko,,,,,umehluko,,,pharologano,,,phapano,,,,phapang,,,phambano,,,,,ku hambana,,,
dsac_multi_math_00263,differential,,,,differensiaal,,,,umehluko,,,,ezahlukileyo,umahluko ngokobume,,,,umehluko,,,,,umehluko,,,pharologantsho,,,palophapano,,,,phapano,,,phambano,,,,,mahambanelo,,,
dsac_multi_math_00264,differentiate,,,,differensieer,,,,ehlukanisa,,,,ahlula,,,,,hlukanisa,,,,,hlukanisa,,,farologanya,,,fapantšha,laetša phapano,kgethologanya,,fapanya,,,fhambanyisa,fhambanya,,,,hambanisa,,,
dsac_multi_math_00265,different way,,,,ander manier,ander wyse,,,indlela ehlukile,,,,uhlobo,indlela eyahlukileyo,,,,indlela leyehlukile,,,,,indlela ehlukileko,,,mokgwa o o fapaaneng,,,tsela ya go fapafapana,,,,tsela e fapaneng,,,nḓila yo fhambanaho,,,,,ndlela yin’wana,,,
dsac_multi_math_00266,digit,figure,,,syfer,,,,inombolo,idijithi,,,umvo,inani elinye elizimeleyo,,,,luhlavunombolo,idijithi,,,,idijithi,inomboro,,palo,,,mono,palotee,,,palo,,,figara,didzhithi,dungo,,,nomboro-n’we,digiti,nomboro,figara
dsac_multi_math_00267,digital clock,,,,syferhorlosie,digitale horlosie,,,iwashi,,,,iwotshi engenasiba,,,,,liwashitinombolo,cwabicwabi,liwashilemadijithi,,,iwatjhi enamadijithi,iwatjhi enenomboro,,tshupanako palo,,,sešupanakopanyapanya,,,,watjhe e se nang manaka,,,watshi ya didzhithala,watshi ya didzhiti,,,,xikomba-nkarhi-nomboro-n’we,xikomba-nkarhi xa xidigiti,,
dsac_multi_math_00268,digital time,,,,digitale tyd,,,,isikhathi sosuku,,,,ixesha ngokweeyure zosuku,,,,,sikhatsi semadijithi,,,,,isikhathi esibudijithi,,,nakopalo,,,tšhupanakopanyapanya,tšhupanakomono,,,nako ya dinomoro,,,tshifhinga tsha didzhiti,,,,,nkarhi wa xidigiti,,,
dsac_multi_math_00269,dimension,,,,afmeting,,,,ubungako,,,,ubungakanani bento,umlinganiselo,,,,bungako,,,,,ubungako,,,tekani,,,bogolo,tekanyo,bokaalo,,mahlakore,,,muelo,,,,,mpimo,,,
dsac_multi_math_00270,direction,,,,rigting,,,,inkombandlela,,,,umkhomba-ndlela,isalathiso-ndlela,,,,inkhombandlela,indlela,,,,inqopho,ikhombatjhuba,,ntlha,,,tebanyo,,,,nqa,,,sia,buḓo,,,,tlhelo,,,
dsac_multi_math_00271,discount,,,,afslag,,,,isaphulelo,,,,isaphulelo,,,,,sephulelo,,,,,isaphulelo,isiphungulelo,,phokotso,,,phokoletšo,theolelo,,,theolelo,,,disikhauthu,phungudzelo,phungudzo,luafhulelo,,ntshovo,,,
