id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,xho__005,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,tso__001,tso__002,tso__003,tso__004
dsac_multi_math_00762,scale drawing <draw to scale> {map},,,,skaaltekening <op skaal teken>,,,,umdwebosilinganiso,,,,umlinganiselo wokuzoba,,,,,kudvweba ngekulinganisa,ngekwelamalamana,,,,umgwalo wesilinganiso,umgwalo wesikeyili,,selekanyetsothalo,,,thala sekala,,,,ho thala ka sekala,,,nyolo tshikalo,,,,,dirowa xikalo,,,
dsac_multi_math_00763,schedule n.,,,,skedule,rooster,,,isheduli,uhlelo lomsebenzi,,,isicwangciso somsebenzi,ishedyuli,ixesha elimiselweyo,,,luhlelomsebenti,ishejuli,,,,itjhejula,,,lenaneo,thulaganyo,,šetule,,,,shejule,,,sheduḽu,,,,,xedulu,,,
dsac_multi_math_00764,scientific calculator,clever calculator,,,wetenskaplike rekenaar,,,,isibalinzulu,,,,umatshini wokubala okrele-krele,isixhobo sokubala esithe vetshe,isixhobo sokubala sesayensi,umatshini wokubala wezifundo zobugqi,,sibali lesitfutfukile,,,,,isibalisi esibusayensi,,,sebaledi se se tokafaditsweng,sebaledi sa sesaense,,sebaledi sa mahlale,,,,khalkhuleita ya saense,,,tshirekanyi,tshishumambalo tsha mishumo minzhi,tshisantsi,,,khakhuleyita ya xisayense,,,
dsac_multi_math_00765,score,,,,telling,,,,umphumela,,,,amanqaku,,,,,umphumela,,,,,isikoro,amaphuzu,,maduo,,,moputso,poelo,,,sekoro,,,tshikoro,,,,,xikoro,nkutlunyo,,
dsac_multi_math_00766,screen n. {computer},window,,,skerm,,,,isibonisi,,,,isikrini,ifestile yomatshini,,,,buso,lifasitelo,,,,isikrini,ubuso,,sekirini,sebontshi,,skrini,lefasetere,,,fesetere,,,tshikirini,,,,,xikirini,,,
dsac_multi_math_00767,second {time},,,,sekonde,,,,umzuzwana,,,,umzuzwana,,,,,umzuzwana,lisekhendi,,,,umzuzwana,,,motsotswana,,,motsotswana,,,,motsotswana,,,muthethe,ya vhuvhili,,,,sekende,,,
dsac_multi_math_00768,second {position},,,,tweede,,,,okwesibili,,,,sibini,,,,,inombolo yesibili,indzawo yesibili,sikhundla sesibili,,,isibili,,,-bobedi,,,(ya) bobedi,,,,bobeding,,,-vhuvhili,,,,,ya vumbirhi,xa vumbirhi,,
dsac_multi_math_00769,section,,,,afdeling,seksie,,,ingxenye,,,,icandelo,iqhezu,,,,sigaba,,,,,isigaba,iphiko,,karolo,lephata,,karolo,kgaolo,,,karolo,,,khethekanyo,,,,,xiyenge,,,
dsac_multi_math_00770,segment,,,,segment,,,,ilunga,,,,ilungu,,,,,sigamu,sincamu,,,,isigamu,isiquntu,ingcenye,karolwana,,,mosehlwana,seripa,sephatlo,,sekmente,,,tshipiḓa,,,,,xiphemu,,,
dsac_multi_math_00771,sell,,,,verkoop,,,,thengisa,,,,thengisa,,,,,tsengisa,,,,,ukuthengisa,,,rekisa,,,rekiša,,,,rekisa,,,rengisa,,,,,xavisa,,,
dsac_multi_math_00772,semicircle,,,,halfsirkel,,,,ucezu lwesiyingi,,,,isiqingatha sesangqa,icala lesangqa,,,,ihhafu yendingilizi,incenye yendingilizi,,,,indulungusiquntu,,,seka-sediko,,,sedikoripa,,,,halofo ya sedikadikwe,,,hafu ya tshitendeledzi,tshitendeledzi tsha hafu,hafu ya sekeḽe,,,hafu ya sekele,hafu ya xirhendzevutana,,
dsac_multi_math_00773,separate adj.,,,,afsonderlik,apart,,,hlukene,,,,zimeleyo,hlukileyo,,,,hlukene,,,,,-hlukeneko,,,kgaoganeng,,,arogane,kgaogane,,,arohane,,,fhambanyisa,fhandekanya,,,,hambanyisa,,,
dsac_multi_math_00774,septagon,heptagon,,,sewehoek,heptagoon,,,usikhombisanhlangothi,,,,nxa-sixhenxe,umacalasixhenxe,isepthagoni,,,calasikhombisa,,,,,mahlangothi khomba,ihepthagoni,isepthagoni,tlhakoresupa,,,sebopegohlakorešupa,heptakone,,,septhagone,,,heputhagoni,,,,,vundzeni bya swikandza-mune,sepitagoni,hepitagoni,
dsac_multi_math_00775,September,,,,September,,,,uMandulo,uSepthemba,,,eyoMsintsi,uSeptemba,,,,iNyoni,Septhemba,,,,uSeptemba,uKhukhulamungu,,Lwetse,,,Setemere,,,,Loetse,,,Khubvumedzi,,,,,Ndzhati,,,
dsac_multi_math_00776,sequence,,,,volgorde,,,,ukulandelana,,,,ulandelelwano,,,,,kulandzelana,,,,,ilandelo,ukulandelana,,tatelano,,,tatelano,tlhahlamano,mokgwatatelano,mokgwatlhahlamano,tatelano,,,thevhekano,mutevhekano,u tevhekana,,,nxanxamelo,,,
dsac_multi_math_00777,sequential calculator,simple calculator,ordinary calculator,,gewone sakrekenaar,,,,isibali esejwayelekile,,,,ikhaltyhuleyitha yesiqhelo,ikhaltyhuleyitha eqhelekileyo,isibali,ikhaltyhuleyitha,,sibalimvama,,,,,isibalisisi esijayelekileko,ikhalikhuleyitha ejayelekileko,,sebaledi,khalekhuleita e e tlwaelegileng,,sebaledi sa mehleng,sebaledi sa tlwaelo,sebaleditlwaelwa,,khalkhuleita,,,tshirekanyo zwatsho,,,,,khakhuleyita yo olova,khakhuleyita ya nxanxamelo,khakhuleyita-njhe,khakhuleyita ya ntolovelo
dsac_multi_math_00778,set v.,,,,stel,,,,cupha,,,,beka,lungisa,,,,tsatsisa,setha,,,,seda,beka,hlela,thaya,baya,,bea (nako),,,,tjheha,,,rea,sethe,,,,-lunghisa,,,
dsac_multi_math_00779,set n.,,,,versameling,,,,iqoqo,,,,ingqokelela ngokofano,isethi,,,,lisethi,,,,,isede,,,sete,,,sete,sehlopha,,,sete,,,sethe,,,,,ntlawa,sete,,
dsac_multi_math_00780,set square,,,,tekendriehoek,,,,unxantathu wokukala,,,,isethiskwere,,,,,isethisikwele,,,,,isedesikwere,,,sekwerekhutlo,,,sekwerekhutlo,,,,setsekwere,,,sete ya u ola,sete tshikwea,,,,xipima tilayeni ni tiengele,,,
dsac_multi_math_00781,seven,,,,sewe,,,,isikhombisa,,,,isixhenxe,,,,,sikhombisa,inkhotsa,,,,likhomba,,,supa,,,šupa,,,,supa,,,sumbe,ṱhanu na mbili,,,,nkombo,,,
dsac_multi_math_00782,several,,,,verskeie,,,,ningana,mbalwa,,,ngaphezu kwesibini,eziliqela,,,,-nyentana,,,,,mbalwa,,,mmalwa,,,mmalwa,,,,mmalwa,,,-vhalaho,,,,,swo hlaya,,,
dsac_multi_math_00783,shade v.,,,,arseer,,,,umbala,,,,umbala,fiphaza,,,,litfunti,,,,,ithunzi,,,fifatsa,,,ritifatšo,,,,phifatso,,,swifhadza,tswifhadzo,,,,chukucha,,,
dsac_multi_math_00784,shape n.,,,,vorm,,,,umfanekiso,,,,imilo,,,,,simo,,,,,ijamo,,,popego,,,sebopego,,,,sebopeho,,,tshivhumbeo,,,,,xivumbeko,,,
dsac_multi_math_00785,share v.,,,,deel,,,,abela,,,,yahlula,yabela,yaba,yahlulelana,,abela,,,,,aba,,,kgaoganya,arolela,kgaoganya,aba,,,,aba,,,u kovha,,,,,avela,,,
dsac_multi_math_00786,share n.,,,,deel,gedeelte,porsie,,isabelo,,,,isahlulo,isabelo,,,,sabelo,,,,,ukwaba,isabelo,,seabe,,,kabo,,,,seabo,,,mukovhe,,,,,nkavelo,,,
dsac_multi_math_00787,short <shorter, shortest, shorter than>,,,,kort,,,,mfushane,,,,futshane,,,,,-fishane,,,,,-fitjhani,,,khutshwane,,,kopana,,,,kgutshwane,,,pfufhi,,,,,koma,,,
dsac_multi_math_00788,short division,,,,kortdeling,,,,indlela emfushane yokwehlukanisa,,,,indlela emfutshane yolwahlulo,,,,,kuhlukanisa lokujubelako,,,,,ukwehlukanisa okufitjhani,,,karolotlhabanyetso,,,karolokopana,,,,ho arola ka mokgwa o mokgutshwane,,,nḓila pfufhi ya u kovha,mokovho mupfufhi,,,,maavanyiselo yo koma,,,
dsac_multi_math_00789,short form,,,,kortvorm,,,,indlela enqamulelayo,,,,indlela emfutshane,,,,,indlela lemfisha,indlela lemfishane,indlela lejubelako,,,indlela efitjhani,,,khutswafatso,,,sebopegokopana,,,,mokgwa o mokgutshwane,,,pfufhifhadzo,,,,,nkomiso,,,
dsac_multi_math_00790,short hand {clock},hour hand,,,uurwyser,,,,uthi olufushane lwewashi,,,,usiba lweeyure,usiba olufutshane lweeyure,,,,lutsi lwema-awa,,,,,umkhonywana wama -iri,,,lenakaura,lenaka la diura,,lenakana la diiri,,,,lenaka le lekgutshwanyane,,,lutanda lwa awara,,,,,voko ro koma,voko ra awara,,
dsac_multi_math_00791,short method,,,,kort metode,,,,indlela emfushane,,,,indlela emfutshane,indlela ekhawulezayo,,,,indlela lemfishane,,,,,indlela efitjhani {yokwenza},,,mokgwamokhutshwane,mokgwatlhabanyetso,,mokgwa wo mokopana,,,,mokgwa o mokgutshwane,,,ngona ya tshikhau,maitele a tshikhau,,,,endlele ro koma,,,
dsac_multi_math_00792,short multiplication,,,,kort vermenigvuldiging,,,,ukuphindaphinda okufinqiwe,,,,uphinda-phindo olufutshane,indlela emfutshane yophinda-phindo,,,,kuphindzaphindza lokufishane,,,,,ibuyelelo elifitjhani,,,katisotlhabanyetso,katisokhutshwane,,katišokopana,,,,katiso ka mokgwa o mokgutshwane,,,muandiso wa tshikhau,,,,,vuandzisi byo koma,,,
dsac_multi_math_00793,short way,,,,kortpad,,,,indlela emfushane,,,,indlela-lula,,,,,indlela lemfishane,,,,,indlela erabhulako,,,tlhabanyetso,,,tsela ye kopana,,,,tsela e kgutshwane,,,nḓila pfufhi,,,,,ndlela yo koma,,,
dsac_multi_math_00794,show v.,,,,wys,,,,khombisa,,,,bonisa,,,,,khombisa,,,,,tjengisa,khombisa,,supetsa,bontsha,,bontšha,,,,bontsha,,,-sumbedza,,,,,komba,kombisa,,
dsac_multi_math_00795,side {e.g. of a polygon},,,,sy,,,,icala,,,,icala,,,,,luhlangotsi,,,,,ihlangothi,,,letlhakore,,,lehlakore,,,,lehlakore,,,-thungo,lurumbu,,,,tlhelo,,,
dsac_multi_math_00796,side {of an angle},arm,,,been,,,,uhlangothi,icala,,,icala le-engile,icala {umxholo wedolo lemilo},,,,licele,lical,,,,ihlangothi,,,losi,,,lehlakore,,,,lehlakore,,,sia,lurumbu,lumeme,lukombo,,makumu,,,
dsac_multi_math_00797,sign,,,,teken,,,,uphawu,,,,uphawu,,,,,luphawu,,,,,itshwayo,,,letshwao,,,leswao,,,,letshwao,,,tshiga,luswayo,,,,mfungho,,,
dsac_multi_math_00798,similar,,,,gelyksoortig,,,,fanayo,,,,fanayo,,,,,-fanana,,,,,-fuza,,,tsamaelanang,,,swana,,,,tshwanang,,,-elana,fana,,,,yelana,,,
dsac_multi_math_00799,similarity,,,,ooreenkoms,,,,okufanayo,,,,yelelana,imfano,,,,kufanana,kwefana,,,,ifuzo,,,tsamaelano,,,tshwano,,,,tshwano,,,-elanaho,,,,,yelano,,,
dsac_multi_math_00800,simple,,,,eenvoudig,,,,lula,,,,lula,elula,,,,lula,,,,,bulula,,,bonolo,,,bonolo,,,,bonolo,bobebe,,-leluwaho,-sa konḓiho,,,,olova,,,
dsac_multi_math_00801,simple calculation,,,,eenvoudige berekening,,,,isibalo esisobala,,,,ubalo olulula,ubalo olungajikeleziyo,,,,sibalo lesilula,,,,,umbalo obulula,,,palelonolo,,,palelonolo,,,,tshebetso e bonolo,,,murekanyo u leluwaho,u vhalela ho leluwaho,,,,nkhakhuleto wo olova,,,
dsac_multi_math_00802,simple shape,,,,eenvoudige vorm,,,,umfanekiso osobala,,,,imo elula,ubume,imilo ezimeleyo,,,umdvwebolula,,,,,ijamo elijayelekileko,,,popegonolo,,,sebopegonolo,,,,sebopeho,,,tshivhumbeo zwatsho,sheipi yo leluwaho,,,,xivumbeko xo olova,,,
dsac_multi_math_00803,simplest form,,,,eenvoudigste vorm,,,,indlela elula kakhulu,,,,eyona ndlela ilula,,,,,ndlelalula,,,,,indlela ebulula,,,nolofatso,,,tselanolonolo,,,,mokgwa o bonolonolo,,,nḓila yo leluwesaho,tshivhumbeo tsho leluwesaho,,,,ndlela yo olova-olova,endlelo ro olova-olova,,
dsac_multi_math_00804,simplify,,,,vereenvoudig,,,,yenza kube lula,,,,yenza lula,,,,,lulata,sombulula,entakubelula,,,cozulula,colisisa,,nolofatsa,,,nolofatša,,,,nolofatsa,bebofatsa,,leludzani,u leludza,,,,olovisa,,,
dsac_multi_math_00805,single number,,,,enkelnommer,,,,inombolonye,inombolo eyodwa,,,umvo,inani elilodwa,,,,inombolo yinye,nombolonye,,,,inomboro eyodwana,,,motso,,,palonoši,palotee,,,mono,,,nomboro nthihi,mbalo nthihi,,,,nomboro-n’we,nomboro yin’we,,
dsac_multi_math_00806,single step,,,,enkelstap,,,,isinyathelonye,isitebhu esisodwa,,,ibakala elinye,,,,,lunyatselo lunye,,,,,igadangolinye,,,kgato-nngwe,,,kgatonoši,kgatotee,,,mohato o le mong,,,ḽiga ḽithihi,,,,,xitepe xin’we,,,
dsac_multi_math_00807,six,,,,ses,,,,isithupha,,,,isithandathu,,,,,sitfupha,,,,,isithandathu,,,thataro,tshela,,tshela,,,,tshelela,,,ṱhanu na nthihi,rathi,,,,tsevu,,,
dsac_multi_math_00808,six cubed,six to the power of three,,,ses tot die mag drie,,,,usithuphantathu,,,,isithandathu esiphinda-phindwe kathathu,,,,,sitfupha phindzaphindza katsatfu,,,,,isithandathu emandleni wesithathu,,,thataro-seraro,,,tshela ka matlafašo ya tharo,,,,tshelela matleng a boraro,,,rathi kararu,,,,,tsevu hi kanharhu,khubiki ya tsevu,,
dsac_multi_math_00809,sixth {fraction},,,,sesde,,,,iqhezu lokwesithupha,,,,isinye kwisithandathu,,,,,kwesitfupha,,,,,kunye kwesithandathu,,,boratarong kgotsa nngwethatarong,,,(ya) boselela,(ya) botshela,,,karolo ya botshelela,,,tsharathi,,,,,vutsevu,,,
dsac_multi_math_00810,size,,,,grootte,,,,ubungako,,,,isayizi,ubungakanani,,,,isayizi,bungako,,,,ubukhulu,,,selekanyo,,,bogolo,boelo,,,boholo,,,saizi,saidzi,muelo,,,sayizi,mpimo,,
dsac_multi_math_00811,sketch n.,,,,skets,tekening,,,umdwebo olula,,,,umzobo,,,,,umfanekiso,umdvwebo,,,,itlhatlha,,,sethalo,,,sethalwa,,,,moralo,,,mvetomveto,,,,,xikece,,,
dsac_multi_math_00812,skill,,,,vaardigheid,,,,ikhono,,,,ubuchwepheshe,ubuchule,,,,likhono,,,,,ikghono,,,bokgoni,,,botsebi,bokgoni,,,bokgoni,,,vhukoni,,,,,xikili,vutshila,,
dsac_multi_math_00813,small <smaller, smallest>,,,,klein,,,,-ncane,,,,-ncinci,,,,,-ncane,,,,,-ncani,,,-nnye,,,nnyane,,,,nyenyane,,,ṱhukhu,,,,,-tsongo,-tsanana,,
dsac_multi_math_00814,smaller than <symbol < >,,,,kleiner as,,,,-ncane kuna,,,,encinci kuna,encinci kune,,,,-ncane kuna,-ncane kune,,,,-ncane kuna,,,nnye -go,,,nnyane go,,,,nyenyane ho,,,ṱhukhu kha,,,,,-tsongo eka,,,
dsac_multi_math_00815,smallest decimal fraction,,,,kleinste desimale breuk,,,,iqhezu lokweshumi elincu,,,,elona qhezu ledesimali lincinci,,,,,lucetwana lwedesimali,,,,,iqhezudesimali elincazana,,,palophatlo,tesimalepotlana,,palophatlotesimale ye nnyanenyane,,,,sekoto sa desimale se senyenyanenyane,,,furakisheni ya desimaḽa ṱhukhusa,,,,,xiphemu xa vukhume xitsongotsongo,,,
dsac_multi_math_00816,smallest difference,,,,kleinste verskil,,,,umehluko omncane,,,,umahluko omncinci,,,,,umehlukwana,,,,,umehluko omncazana,,,pharologano-potlana,phapang-potlana,,phapano ye nnyanenyane,,,,phapang e nyenyanenyane,,,phambano ṱhukhusa,,,,,ku hambana kutsongo-tsongo,,,
dsac_multi_math_00817,smallest number,,,,kleinste getal,,,,inombolo encane,,,,elona nani lincinci,,,,,inombolo lencane kakhulu,,,,,inomboro encazana,,,palopotlana,,,nomoro ye nnyanenyane,,,,nomoro e nyenyanenyane,,,nomboro ṱhukhusa,mbalo ṱhukhusa,,,,nomboro yitsongo-tsongo,,,
dsac_multi_math_00818,solid adj.,,,,solied,,,,isigaxa,,,,isiqina,isolidi,,,,lokusigadla,,,,,iliqa,,,popota,komota,,thata,,,,momahaneng,,,tshiomate,,,,,xo tiya,xitiyi,,
dsac_multi_math_00819,solution,,,,oplossing,,,,isixazululo,isisombululo,,,isisombululo,,,,,sisombululo,,,,,isisombululo,isisombululo,,tharabololo,,,tharollo,karabo,,,tharollo,,,thandululo,,,,,nhlamulo,,,
dsac_multi_math_00820,solve v.,,,,oplos,,,,xazulula,sombulula,,,sombulula,,,,,sombulula,catulula,,,,sombulula,rarulula,,rarabolola,,,rarolla,,,,rarolla,,,tandulula,thasulula,,,,ololoxa,lulamisa,,
dsac_multi_math_00821,sort,,,,sorteer,,,,hlela ngononina,,,,hlela,,,,,kuhlunga,,,,,hlela,,,rulaganya,,,beakanya,,,,kgetha,,,-dzudzanya,-vhekanya,,,,lunghisa,,,
dsac_multi_math_00822,space {empty or available area},,,,spasie,,,,umkhathi,isikhala,,,isithuba,,,,,indzawo,umkhatsi,,,,isikhala,,,phatlha,,,sekgoba,,,,sebaka,lepalapala,,luvhanḓe,tshikhala,,,,xivangwa,vangwa,ndhawu,
dsac_multi_math_00823,specific order,,,,spesifieke volgorde,,,,uhlelo oluthile,,,,ulungelelwaniso oluqingqiweyo,,,,,luhlu lolutsite,,,,,irhemo elibekiweko,,,tatelanototobalo,,,tatelano ye e beilwego,tatelano ye e kgethilwego,,,tatelano e tsepamang,,,thevhekanyo yo tiwaho,,,,,nxanxamelo wo karhi,hi ndlela yo nge,hi ndlela yo karhi,
dsac_multi_math_00824,specified order,,,,gespesifiseerde volgorde,,,,hlelekile ngononina,,,,ulungelelaniso olukhethiweyo,,,,,luhlelo lolubekiwe,hlelobekiwe,hlelomisiwe,,,irhemo elikhethiweko,,,tatelanototobatso,tatelano e e totobaditsweng,,tatelano ye e beilwego,tatelano ye e kgethilwego,,,tatelano e beilweng,,,nzudzanyo,,,,,hi ndlela yo tiveka,,,
dsac_multi_math_00825,spend v. {time, energy, thought},,,,bestee,,,,chitha,,,,ukusebenzisa,,,,,-citsa,sebentisa,,,,sebenzisa,,,dirisa,,,diriša,,,,sebedisa,,,fhedza,shumisa,,,,tirhisa,,,
dsac_multi_math_00826,spend v. {money},,,,uitgee,,,,sebenzisa,,,,ukuchitha {imali},,,,,sebentisa imali,,,,,sebenzisa,,,duela,,,šomišwa,,,,sebedisa,,,shumisa,,,,,tirhisa,,,
dsac_multi_math_00827,sphere,,,,sfeer,,,,imbulunga,,,,into engqukuva eqinileyo,,,,,-ndilinga,imbulunga,,,,indulungu,,,kgolokwe,,,kgokolo,,,,tjhitja,polokwe,,tshipulumbu,,,,,xa bolo,,,
dsac_multi_math_00828,spherical adj.,,,,bolvormig,sferies,,,okusambulunga,,,,into ebungqukuva,,,,,sandilinga,sambulunga,,,,-sandulunga,,,-golokwe,,,ya kgokolo,,,,e tjhitja,e polokwe,,-ngaho tshipulumbu,,,,,xibolo,,,
dsac_multi_math_00829,split the number,,,,verdeel die getal,,,,hlukanisa inombolo,,,,cazulula inani,,,,,hlakata inombolo,,,,,phadlhula inomboro,,,kgaoganya palo,,,pharola nomoro,,,,qhaqholla palo,,,khethekanya nomboro,u phurukanya nomboro,,,,hambanyisa nomboro,,,
dsac_multi_math_00830,square n. {closed shape},,,,vierkant,,,,isikwele,,,,isikwere,,,,,sikwele,,,,,isikwere,,,sekwere,khutlonnetsepa,,sekwere,,,,sekwere,,,tshikwea,tshikwairi,,,,xikwere,,,
dsac_multi_math_00831,square n. {obtained by multiplying a number by itself},,,,kwadraat,tweede mag,,,umphumela kamphindaphindwa,,,,inani eliziphinda-phindileyo,,,,,sikwele,,,,,inomboro sikwere,,,palosekwere,,,sekwere,,,,sekwere,,,tshikwea,tshikwairi,,,,xikwere,,,
dsac_multi_math_00832,square v. {to multiply a number by itself},,,,kwadreer,tot die tweede mag verhef,,,phindaphinda,,,,ukuphindaphinda inani kwangalo,,,,,kwela,phindzaphindza ngaleyo nombolo,,,,sikwera,,,sekwera,,,sekwera,,,,matleng a bobedi,sekwera,,tshikwea,,,,,andziso wa nomboro hi yoxe,,,
dsac_multi_math_00833,square brackets <symbol [ ] >,,,,vierkantige hakies,,,,abakaki abazikwele,,,,izibiyeli ezisikwere,,,,,sikwelebakaki,,,,,iimbayana sikwere,,,masakana-sekwere,,,mašakana a sekwere,,,,masakana a sekwere,,,zwitange zwa tshikwea,,,,,swiangi swa xikwere,,,
dsac_multi_math_00834,square metre,,,,vierkante meter,,,,imithasikwele,,,,imitha esisikwere,,,,,sikwelemitha,imithasikwele,,,,imithasikwere,,,sekweremetara,,,sekweremetara,,,,sekweremitara,,,tshikwea mitha,,,,,xikwere mitara,,,
dsac_multi_math_00835,square net,square grid,,,vierkantrooster,,,,umdwebozikwele,,,,igridi esikwere,inethi esikwere,,,,inethisikwele,igridisikwele,,,,ithungelelwano sikwere,,,sekwerekereiti,,,nnete ya sekwere,kriti ya sekwere,,,sekwere nete,,,nete ya tshikwea,,,,,ndzhungano wa swikwere,,,
dsac_multi_math_00836,square number,,,,kwadraatgetal,,,,umphumela wenombolo oziphindayo,,,,inani eliziphinda-phinda kwangalo,,,,,inombolosikwele,,,,,inomborosikwere,,,palosekwere,,,skwenomoro,,,,karabo ya sekwere,,,nomboro ya tshikwea,,,,,xikwere xa nomboro,,,
dsac_multi_math_00837,square root,,,,vierkantswortel,tweedemagswortel,,,unombolo ziphinde,,,,isikweruthi,icala lesikwere,,,,sikweleruthi,umsukasikwele,,,,umrabhusikwere,isikweruthi,,modisekwere,,,skwerute,,,,sekweruti,,,mudzi tshikwea,,,,,rimitsu ra xikwere,xikwererhuti,,
dsac_multi_math_00838,square root sign,,,,vierkantwortelsteken,,,,uphawu lukanombolo ziphinde,,,,uphawu lwesikweruthi,,,,,luphawu lwemsukasikwele,luphawu lwesikweleruthi,,,,itshwayo lomrabhusikwere,itshwayo lesikweruthi,,letshwao modisekwere,,,leswao la skwerute,,,,letshwao la sekweruti,,,tshiga tsha mudzi tshikwea,,,,,mfungho wa rimitsu ra xikwere,mfungho wa xikwererhuti,,
dsac_multi_math_00839,standard unit of measurement,,,,standaard metingseenheid,,,,isilinganiso esimisiwe,,,,umlinganiselo omiselweyo,,,,,liyunithisilinganiso,,,,,umuvosimedo ojayelekileko,,,kelotekanyetso e e kannweng,,,yunitikelo ya motheo,,,,yuniti e tshwanang ya ho metha,,,muelo wo linganelaho,,,,,mpimo wa ntolovelo wa mapimele,,,
dsac_multi_math_00840,start,,,,begin,,,,qala,,,,qala,,,,,-cala,,,,,thoma,,,simolola,,,thoma,,,,qala,,,thoma,,,,,sungula,,,
dsac_multi_math_00841,step n.,,,,stap,,,,isigaba,isitephu,,,inqanaba,,,,,sinyatselo,,,,,igadango,,,kgato,,,kgato,,,,mohato,,,zwitepe,maga,,,,xitepe,,,
dsac_multi_math_00842,stopwatch,,,,stophorlosie,,,,iwashi elimiswayo,,,,istophuwotshi,,,,,liwashichishwako,sitobhuwashi,,,,isitopowatjhi,,,thupanakotaoloso,,,setopowatšhe,,,,stopwatjhe,,,tshitopowatshi,watshi ine ya ima,,,,xitopowachi,,,
dsac_multi_math_00843,store v.,,,,bêre,,,,gcina,,,,gcina,,,,,beka,gcina,,,,bulunga,,,boloka,,,lota,boloka,,,boloka,,,-vhulunga,,,,,hlayisa,,,
dsac_multi_math_00844,straight <e.g. a straight line>,,,,reguit,,,,qondile,,,,ethe ngqo,,,,,-condzile,,,,,-nqophileko,,,tlhamaletseng,simaletseng,,thwii,,,,otlolohileng,,,tswititi,,,,,thwi,lulama,,
dsac_multi_math_00845,straight angle,angle of continuation,flat angle,,gestrekte hoek,,,,igumbi eliqondile,i-engela,,,i-engile yokuqhubeka,i-engile engqalileyo,i-engile ethe ngqo,,,i-engeli lecondzile,,,,,iqondo elithabulukileko,,,khutlotlhamalalo,,,khutlothwii,,,,sekgutlo se otlolohileng,,,engeḽe yo itaho tswititi,khuḓa tswititi,khuḓa ya mvelaphanḓa,engeḽe ya fulethe,engeḽe yo navhaho,yinhla-thwi,yinhla-pyatlama,engele ya layeni,engele yo loloka
dsac_multi_math_00846,straight line,,,,reguitlyn,,,,umugqa oqonde thwi,,,,umgca ongqalileyo,,,,,umugca locondzile,,,,,umudathwi,,,molatlhamalalo,,,mothalothwii,,,,mola o otlolohileng,,,mutalo tswititi,,,,,layini-thwi,layini yo ololoka,,
dsac_multi_math_00847,structure n.,,,,struktuur,,,,isakhiwo,,,,ubume,,,,,sakhiwo,,,,,isakhiwo,isijamiso,,popego,,,sebopego,,,,popeho,,,tshivhumbeo,mbumbo,,,,xivumbeko,,,
dsac_multi_math_00848,subdivision,,,,onderverdeling,,,,isigatshana,,,,isahlulwana,,,,,sigatjane,,,,,ihlukanisongcenye,,,karologape,,,ngwathaganyo,,,,karolwana,,,khethekanyo-ṱhukhu,,,,,xiphemu xa vuavanyisi,,,
dsac_multi_math_00849,subset,,,,deelversameling,,,,iqoqwana,,,,isetana kwisethi,,,,,lisethi lelincane,lisethincane,,,,isedana,,,setekalana,,,seripa sa sete,seripa sa sehlopha,,,karolwana ya sete,,,sethe-ṱhukhu,,,,,sete-ntsongo,ntlawa-ntsongo,sabusete,xiphemu xa ntlawa
dsac_multi_math_00850,substitute v.,,,,vervang,substitueer,,,bambela,melela,,,fakela enye endaweni yenye,,,,,melela,vala,bambela,,,jamiselela,,,emisetsa,,,bea bakeng sa,,,,emela,,,-imela,,,,,siva,,,
dsac_multi_math_00851,subtract v. <symbol ->,,,,aftrek,,,,susa,khipha,,,thabatha,,,,,khokha,susa,khipha,,,khupha,,,ntsha,tlosa,,ntšha,,,,tlosa,,,-ṱusa,u ṱusa,,,,susa,,,
dsac_multi_math_00852,subtraction n. <symbol ->,,,,aftrekking,,,,ukususa,,,,ukuthabatha,,,,,kususa,kukhipha,kukhokha,,,ukukhupha,,,tloso,ntsho,,tlošo,ntšho,,,ho tlosa,,,muṱuso,u ṱusa,,,,nsuso,,,
dsac_multi_math_00853,subtraction calculation,,,,aftrekberekening,,,,ukubala ngokususa,,,,uthabatho,ukuthabatha,,,,kubala ngekususa,kubala ngekukhipha,,,,umbalokhupha,,,palelotloso,palelontsho,,palelo ya go ntšha,,,,tshebetso ya ho tlosa,,,murekanyo wa muṱuso,u vhalela ha muṱuso,,,,nkhakhuleto wa nsuso,,,
dsac_multi_math_00854,subtrahend <see also minuend>,,,,aftrekker,,,,inombolo esuswa kwenye,,,,inani elithatyathwayo,,,,,inombolo lesuswako,umsuswa,,,,umkhutjhwa,,,palotloswa,setloswa,,palontšhwa,,,,setloswa,,,nomboro i ṱuswaho,,,,,xisusiwa,nomboro-susiwa,,
dsac_multi_math_00855,summer,,,,somer,,,,ihlobo,,,,ihlobo,,,,,lihlobo,,,,,ihlobo,,,selemo,,,selemo,,,,lehlabula,,,tshilimo,,,,,ximumu,,,
dsac_multi_math_00856,Sunday,,,,Sondag,,,,iSonto,,,,iCawa,,,,,Lisontfo,,,,,uSonto,,,laTshipi,Sontaga,,LaMorena,Sontaga,,,Sontaha,,,Swondaha,,,,,Sonto,,,
