id,eng__001,eng__002,afr__001,afr__002,afr__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,Tshivenda__-,nso__002,sot__-,nso__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003
dsac_multi_engine_00233,lewis {steel device},,wolf,,,isifunquli,isixhobo sokufunqula,,sihhukeli,,,isikghopholo sokuguga,,,,katerole,,,thekele,,lowisi,,,ḽiwisi,,,,xihakontlakulo,,
dsac_multi_engine_00234,lift pit,,hyserput,,,umngxuma wekhetshi,umngxuma welifti,,umgodzi wekheshi,,,umgodi wekhetjhi,,,,mosimaphesodi,,,moletephagamiši,,moletelifithi,,,mulondo wa ḽifithi,,,,muhocholifiti,nsokolifiti,
dsac_multi_engine_00235,lime mortar,,kalkdagha,,,udaka lwekalika,,,isemende yemcakaco,ikaluki,,idaka lekaligi,,,,leragakalaka,takakalaka,,takamotaga,,takakalaka,,,musuko wa ḽaimi,,,,ridakakalaka,,
dsac_multi_engine_00236,lintel,,latei,,,ilenteli,,,lilenteli,,,ilendlela,,,,llentlele,,,lenthele,,,,,ḽintheḽe,,,,lendlele,,
dsac_multi_engine_00237,load-bearing wall,,dramuur,draagmuur,,udonga olomelezelwe umthwalo,udonga olunokumelana nomthwalo,,insika yelubondza,,,umthangalasisekeli oyisika,ibodasisekeli eliyisika,,,lorwadi,,,lebotorwalaboima,,,,,luvhondokhwali,,,,khumbi ro rhwala,,
dsac_multi_engine_00238,louvre {vent},,louvre,hortjies,,iluva,,,liluva,,,iluva,,,,sesiri,,,luba,,,,,ḽuva,,,,luvhara,,
dsac_multi_engine_00239,manhole,,mangat,,,umngxuma wemibhobho yasendleleni,,,umhume wekungena,,,umgodi wokungena,,,,mosimasele,,,moletephihlelelo,,,,,mulondo,,,,muhocho,,
dsac_multi_engine_00240,mansard roof,,mansarddak,,,uphahla oluneegebhuli,,,luphahla lwemansadi,,,umfulelo wemansadi,,,,thulelo ya sefora,,,thulelomansate,,tlhakamansete,,,ṱhanga ya mansadi,,,,lwanguximansadi,,
dsac_multi_engine_00241,mantlepiece,mantelpiece,skoorsteenmantel,kaggelrak,,ithala eliphezu kweziko,,,umhlobiso welitiko,lingetulu lelitiko,,umhlobiso weziko,,,,sefatlaiso,,,tikasebešo,,,,,lupendelatshivhaso,,,,rimba ra xitiko,,
dsac_multi_engine_00242,manufacturing engineering,,vervaardigingsingenieurswese,,,ubunjineli bezokuvelisa,,,bunjiniyela betekukhicita,,,ubunjiniyere bezokukhiqiza,,,,boenjenere jwa tlhagiso,,,boentšeneretšweletšo,,,,,vhuinzhiniara ha zwa vhubveledzi,,,,vunjhiniyara bya swa vutumbuluxi,,
dsac_multi_engine_00243,masonry,,klipmesselwerk,messelwerk,,umsebenzi wamatye,isakhiwo samatye,ulwakhiwo lwamatye,titini tekwakha,ematje ekwakha,,iintina zokwakha,amatje wokwakha,,,setena sa mansori,,,meseniri,,,,,masoli,,,,vuaki hi maribye,meyisaniri,
dsac_multi_engine_00244,mastic {waterproof filler},,mastiek,mastik,,isitywini,itywina,isivingci,sivimbelimanti,imastiki,,isivimbelimanzi,imastiki,,,sekabi,,,masitiki,,,,,tshitilamaḓi,,,,xilemamuako,,
dsac_multi_engine_00245,matt finish,matte finish,mat afwerking,,,umbala ongakhazimliyo,umbala ongamenyezeliyo,,umbala longamanyateli,,,umbala ongakhazimuliko,,,,mmala o o sa phatsimeng,,,mmalatiba,,,,,luvhathehwasa,,,,ndlhayiseto wo rhomba,,
dsac_multi_engine_00246,maul {tool},,mokerhamer,moker,,ihamile,,,sandvo lesikhulu sesigodvo,,,inondo yesigodo,ihamura yesigodo,inondo kaplamara,ihamura kaplamara,nôtô,,,hamolagadi,,notogadi,,,mouḽu,,,,nyundzu,,
dsac_multi_engine_00247,mechanical engineering,,meganiese ingenieurswese,,,ubunjineli bezoomatshini,ubunjineli bezemitshini,,bunjiniyela betemishini,,,ubunjiniyere bezemitjhini,,,,boenjenere jwa metšhini,,,boentšeneretšhene,,,,,vhuinzhiniara ha zwa mitshini,,,,vunjhiniyara bya swa michini,,
dsac_multi_engine_00248,millwork,,saagmeulwerk,walswerk,,imvelisomaplanga,,,umkhicito wemsaho,,,umkhiqizo wegodo,ipahla yegodo,,,tirôgong,,,dibetlwa,,,,,zwivhaḓwa,,,,swivatlwa,,
dsac_multi_engine_00249,mining engineering,,myningenieurswese,mynbou-ingenieurswese,,ubunjineli bezemigodi,,,bunjiniyela betetimayini,,,ubunjiniyere bezeemayini,,,,boenjenere jwa meepo,,,boentšeneremoepo,,,,,vhuinzhiniara ha zwa migodi,vhuinzhiniara ha zwa maini,,,vunjhiniyara bya swa migodi,,
dsac_multi_engine_00250,mitre saw,miter saw,versteksaag,,,isarhamtshini yee-engile,isarha yeekona,,lisahamshini,,,isarhamtjhini yamahugu,isarhamtjhini yama-engele,,,sagaotwana,,,sagamithara,,sagaseripakhutlo,,,saha ya mitha,,,,sahamitha,,
dsac_multi_engine_00251,monolithic concrete,,monolitiese beton,,,ikonkrithi eyinto enye,,,sakhiwo sakhonkholo lesingenamalunga,sakhiwo sakhonkholo lesihlangene,,ikhonkhridisisekelo endlalekileko,,,,konkoreite ya diboloko,,,khonkhorititia,,,,,khonkhrithi ya monoḽithiki,,,,khonkhelenchelwaxikan’we,khonkhiretinchelwaxikan’we,
dsac_multi_engine_00252,mono-pitch roof,single-pitch roof,vlerkdak,,,uphahla oluzimeleyo,uphahla olungadityaniswa kolunye,,luphahla loluncongile,,,umfulelo othulamileko,,,,thuleloikemelo,,,tlhakakotumela,,thulelokotumela,,,ṱhangatsendami,,,,lwangumboyamon’we,,
dsac_multi_engine_00253,mortar,,dagha,mortel,,udaka lokwakha,imotha,,ludzaka,,,idaka,,,,leraga,taka,,takakalaka,,,,,daka,musuko,,,ridakaka,,
dsac_multi_engine_00254,mortice,mortise,tapgat,,,umngxuma wokuhlomela,imothisi,,sikhalalukhaceko,imothisi,,umrhohlomiselo,umkhacekiselo,,,phatlha,,,sehlomelwa,,,,,nzanyo,mothisi,,,nkotloto,,
dsac_multi_engine_00255,mullion {window},,tussenstyl,,,isahlulimacala efestile,,,sehlukanisimaglazi,imuliyoni,,isihlukanisimarhalasi,imaliyoni,,,sekgaoganyagalase,,,searoganyagalase,,maliene,,,lufhandafasiṱere,,,,xiavanisatinghilazi,,
dsac_multi_engine_00256,muntin {window},,tussenstyl,,,isahluliziglasi zefestile,isixhasiziglasi zefestile,,sisekelimaglazi,imanthini,,isisekelimarhalasi,imanthini,,,setshegetsagalase,,,sethekgagalase,,manthene,,,vhufhandafasiṱere,,,,ximananghilazi,,
dsac_multi_engine_00257,nano-engineering,,nano-ingenieurswese,,,ubunjineli ngokweenano,,,bunjiniyela be-nano,,,ubunjiniyere nge-nano,,,,boenjenere jwa nano,,,boentšenerenano,,,,,vhuinzhiniara ha zwa dzimbalo,,,,vunjhiniyara bya swa nano,,
dsac_multi_engine_00258,nanometre,,nanometer,,,inanomitha,,,inanomitha,,,inanomitha,,,,nanomitha,,,nanomethara,,nanometara,,,nanomitha,,,,nanomitara,,
dsac_multi_engine_00259,nanotechnology,,nanotegnologie,,,ubugcisa boveliso ngokweenano,,,bucwepheshe benano,ithekhinoloji yenano,,itheknoloji nge-nano,,,,thekenoloji ya nano,,,nanothekenolotši,,,,,thekhinolodzhi ya nano,,,,nanothekinoloji,,
dsac_multi_engine_00260,needle {steel beam},,steekbalk,,,umqadi wentsimbi wethutyana,,,sisekeli sesikhashana,siparago,,isisekelimakhiwo,,,,lerapatshipi,,,pimithekganakwana,,,,,bimuthungelwa,,,,bimi ya nsimbi,,
dsac_multi_engine_00261,non-load bearing wall,,nie-belasbare muur,nielasdraende muur,,udonga olungenakumelana nomthwalo,udonga olungomelezelwanga umthwalo,,lubondza lolungakasimisi indlu,lubondza lwangekhatsi,,ibodasisekeli elingasiyisika,umthangalasisekeli ongasiyisika,,,losarwaleng,,,lebotoikema,,,,,luvhondozwalo,,,,khumbinkandzhwalo,,
dsac_multi_engine_00262,oriel window,,balkonerker,,,ifestile ephumele ngaphandle,,,lifasitelo leliphumele ngaphandle,,,ifesidere eliphumele ngaphandle,,,,lerotogagodimo,,,lefaseterelekeleketšweledi,,,,,fasiṱeremurutshe,,,,fasiterenhlohlomukaxitezini,,
dsac_multi_engine_00263,outrigger,,kraanbalk,,,umqadi ophokeleyo wokuzinzisa,umqadi okrobileyo wokuzinzisa,,sisimisiluphahla lesiphumele ngaphandle,,,isisekeli esiphumele ngaphandle,,,,leribelantle,,,sethekgatlhaka,,sethekgathulelo,,,tshigagula nga nnḓa,,,,nanekorikupakupa,,
dsac_multi_engine_00264,padstone,,draagsteen,,,isitena sokuzinzisa ubunzima,isitena sokulungelelanisa ubunzima,,litje lekwesekela,,,ilitjemsamelo elisithwalibudisi,,,,letshetledi,,,leswikapeeletši,,letlapapeeletši,,,tombothikho,,,,xitinananekelo,,
dsac_multi_engine_00265,parapet {wall},,borswering,borsweringmuur,,ungqameko oluphezu kophahla,,,umngcengcemasakhiwo,ipharaphethi,,ipharaphethi,,,,potathulelong,ranta,,lebotopheko,,pharaphete,,,luvondo lwa pharaphethe,,,,pharaphete,,
dsac_multi_engine_00266,partition {wall},,afskorting,,,isahluli,ipatishini,,lubondzasehlukanisi,lubondza lwangekhatsi,,iphathitjhini,,,,lokgaoganyi,,,lebotokgaogantšhi,,phathišene,,,luvondophandekanyi,,,,khumbixavi,,
dsac_multi_engine_00267,party wall,,gemeenskaplike muur,,,udonga olusisahlukanisizindlu,,,sehlukanisitakhiwo,umtsangala wekwehlukanisa,,umthangalasihlukanisi,ibodasihlukanisi,,,lobotagora,,,lebotokgaoganyameago,,,,,luvondo kanukanya,,,,khumbindzilikano,,
dsac_multi_engine_00268,petroleum engineering,,petroleum-ingenieurswese,,,ubunjineli bezepetroliyam,,,bunjiniyela betemafutsa,,,ubunjiniyere bezeembaseli,,,,boejenere jwa ditukisi,,,boentšenerphetheroliamo,,,,,vhuinzhiniara ha zwa zwivhaswa,,,,vunjhiniyara bya swa mafurhaswicelwa,,
dsac_multi_engine_00269,pier {e.g. support for a bridge},,pyler,,,intsika yebhulorho,isisekelibhulorho,,insika yelibhuloho,,,isika yebhlorho,isisekelibhlorho,,,pilararogo,serwalarogo,,philaraporogo,,philara,,,ṱhokha,thikho ya buroho,,,phuphu,,
dsac_multi_engine_00270,pilaster {column},,muurpilaar,pilaster,,intsika yokuhombisa,,,insika yephilasta,iphilasta,,isika mhlobiso,iphilasta,,,sepilara,pilasta,,philarakgomarediboto,,philasetara,,,phuphu,,,,xikepisanakhumbi,,
dsac_multi_engine_00271,pile {foundation},,heipyler,heipaal,,isibonda esingumsekelo,iphayili,,umsukasisekeli,insikasesekeli,,iphayili,,,,mosetlelo,pilaratheo,,phaele,,,,,ṱhokha,,,,mhinguphuphu,milenge ya muako,
dsac_multi_engine_00272,pile driver,,hei,,,umatshini wokumilisela izibonda,umatshini wokumilisela iphayili,,umshini wekumisa tinsika,sigcumekitinsika,,isisunduzelimaphayili,,,,seroratshetledi,,,motšhenephaele,,,,,tshindondomedzaṱhokha,tshindondomedzaphuphu,,,xibelelamhinguphuphu,,
dsac_multi_engine_00273,pillar,,pilaar,suil,,intsika,,,insikamatje,,,isika,ipilara,,,matshetlego,pilara,,philara,,,,,phuphu,,,,phuphu,philara,
dsac_multi_engine_00274,pilot hole,,groefgat,voorlopergat,,umngxuma ohlahlelayo,,,umgojana wesipikili,sikhadlana sesipikili,,intunja yesipikiri,,,,mosimakaedi,mosimatlhala,,lešobakurufu,,lešobapikiri,,,bulithangeli,,,,mbhovondzetelo,,
dsac_multi_engine_00275,plaster {walls and ceilings},,pleister,,,udaka lokutyabeka,,,ludzaka lwekuhuca,ludzaka lwekuplastela,,idaka lokusinda,,,,taka,semari,,takathitelo,,taka,,poleistera,musuko wa u hulunga,musuko wa u pḽasiṱela,,,ridaka ro phama,,
dsac_multi_engine_00276,plasterboard,,pleisterbord,,,iplastabhodi,,,ibhodi yeludzaka,,,ibhodi ledaka,,,,bototaka,botosemari,,pototaka,,,,,bodo ya u hulunga,bodo ya pḽasiṱara,,,pulasitarabodo,,
dsac_multi_engine_00277,plinth,,plint,,,iplinti,,,sisekelo sesiyilo,iplinthi,,ubunzinzo besika,ubuhlalo besika,,,polinthe,,,pholinthe,,,,,bulokopfaredzi,,,,pilinthi,,
dsac_multi_engine_00278,plumbing fixture,,loodgietershegstuk,,,isikhuphi nesifunximanzi,,,sisetjentiswa semaphayiphi,,,isisetjenziswa sobuplamara,,,,serephetisametsi,,,didirišwapompi,,,,,zwa vhupḽambara,,,,xitirhisiwavupulambi,,
dsac_multi_engine_00279,plum stone,,uitspaarklip,spaarklip,,ilitye lokuhombisa,,,ematje ekugcwalisa,,,ikhonkhridi erhatjhiweko,,,,letlapagolo,,,bokgaboswika,,,,,matomboadzwa,,,,ribyexipulamu,,
dsac_multi_engine_00280,plywood,,laaghout,,,iplayiwudi,iplayibhodi,,ibhodimabekelo yekwakha,,,ibhodi yokwakha nokukhanda,,,,boalogong,papetlagong,,kotallaga,,,,,bulanngaṱhanganywa,,,,bodomhandzi ya tileyara,,
dsac_multi_engine_00281,pointing {cement},,voegstryking,voegwerk,,udaka lokwakha,,,ludzakasigcwalisi,,,idaka lokwakha,,,,segokanyatena,,,go takela,,,,,musuko,daka,,,ridakandzemaswitina,,
dsac_multi_engine_00282,poling board,,stutplank,,,ibhodi esisithintelikudilika,,,ibhodi yekuvimba,ibhodi yekuparaga,,ibhodi esivimbelimrhiriko,,,,bototshegetsi,,,potothekgi,,,,,bodothikhi,,,,bodoseketelamatlhelo,,
dsac_multi_engine_00283,portal frame,,portaalraam,,,isakhelo sesakhiwo,ifreyimu yesakhiwo,,luhlakasakhiwo,,,ihlaka lesakhiwo,itlhatlha lesakhiwo,,,foreimekago,,,foreimimoago,,,,,muhanga,,,,rimbaxiphothali,,
dsac_multi_engine_00284,portico {entryway},,portiek,,,iveranda yomnyango,isithimbanja,iphothikho,livulandane lemnyango,iphothikho,,umthunzi womnyango,,,,mathuditseno,photiko,,phothiko,,,,,guḓavhudzheno,pothiko,,,xivhurandana,,
dsac_multi_engine_00285,Portland cement,,Portlandsement,,,isamente emelana namanzi,,,samende we-Portland,,,isamende ye- Portland,,,,semente sa Portland,,,samente sa Portland,,,,,semennde ya Portland,,,,semende ya Portland,,
dsac_multi_engine_00286,post-stressed concrete,post-tensioned concrete,nagespanne beton,naspanbeton,,ikonkrithi elandeliswe ngeentsimbi,,,kukhonkhwa kwakhokholo kamuva,,,ikhonkhridi eneensimbi eziqinako ingathelwa,,,,konkereitethatafatswamorago,,,khonkhoritikgwahlišwamorago,,,,,khonkhrithindungelamurahu,,,,khonkhele-endzhaku-ko-vambiwa,khonkhireti-endzhaku-ko-vambiwa,
dsac_multi_engine_00287,prefabricated house,,opslaanhuis,voorafvervaardigde huis,,iphrifebhu,,,indlu leyakhiwe ngetincenye letihlanganiswako,indlu leyakhiwe ngetincenye letikhacekwako,,indlu engumakhelwafuthi,,,,motlhatlhana,motlaagana,,mokutwana,,mohlahlana,,mokhukhu,nnḓukwewapo,,,,yindlumatalulamisiwile,phurifebe,
dsac_multi_engine_00288,pre-stressed concrete,pre-tensioned concrete,voorgespanne beton,voorspanbeton,,ikonkrithi eqaliswe ngeentsimbi,,,kukhonkhwa kwakhonkholo kwasekucaleni,,,ikhonkhridi eneensimbi eziqinako ingakathelwa,,,,konkoreitethatafatswapele,,,khonkhoritikgwahlišwapele,,,,,khonkhrithindugelaphanḓa,,,,khonkhele-ku-nga-si-vambiwa,khonkhireti-ku-nga-si-vambiwa,
dsac_multi_engine_00289,primer,,grondverf,onderlaag,grondlaag,ipeyinti yokuqala,isandlalelipeyinti,,pendesisekelo,pende wekucala,,ipendesendlaleli,ipendemleyo,,,setshaswapele,,,phoraema,,,,,penndethangeli,,,,pendeandlalelo,,
dsac_multi_engine_00290,profilograph {instrument},,profilograaf,,,iphrofilografu,isilinganiseliburhabaxa,isimeti,iphrofilografu,,,iphrofilografu,,,,selekanyakgwaso ya boalo,semetakgwaso ya boalo,selekanyagwata,selekolakgwakgwa,,phorofilokerafo,,,phrofiḽografu,,,,phurofilogirafu,,
dsac_multi_engine_00291,progressive collapse {demolition},,progressiewe instorting,progressiewe ineenstorting,,uwohlozosakhiwo,udilizosakhiwo ngokuwohloza,,kudzilita ngekushiyashiyana,,,igirikobuthelelano,ibhurukobuthelelano,,,phutlhamisotatelano,phomotatelano,,phušollotatelano,,,,,vhupwashiphirela,,,,mbindzimukonandzelelano,,
dsac_multi_engine_00292,pugging {insulation},,kleibrei,kleibewerking,,ukufakwa kwesithintelingxolo,,,kufakwa kwesivimbelimsindvo,,,ukufakwa kwesivimbelitjhada,,,,pitielo,,,sefokotšamodumo,,,,,vhulangamuungo,,,,mpfalampfumawulo,,
dsac_multi_engine_00293,pulley {e.g. construction},,katrol,,,isincedisikonyusa,isincedisisonyusi,iphuli,sidvonsi,sisitikudvonsa,,ikatroli,iphuli,,,leotwanatlhofo,,,senolofatšaphagamišo,,phuli,katerole,,phuḽi,,,,phuli,,
dsac_multi_engine_00294,pulverised fuel ash,fly ash,verpoeierde brandstofas,vliegas,poeierbrandstofas,umlotha wokwakha,,,umlotsamalahle,,,umlotha wedafu yamalahle,,,,moloratswaki,,,molorabešetšwathume,,,,,miora,,,,nkuma wa malahla,,
dsac_multi_engine_00295,purlin,,kaplat,,,ipherelayini,,,libalelo lelikhulu,umshayelo lomkhulu,lutfungo lolukhulu,ibalelo elikhulu,iperilayini,,,lebalelo,perelaene,,phelini,,pherelaene,,,mbalelo,,,,rimbalelo,,
dsac_multi_engine_00296,putlog,putlock,korteling,kortling,,isixhasisikafula,isixhasisikefela,,sisimisikufulela selubondza,siparagosikefula selubondza,,isiqabelelosikhafula,,,,setshegetsakefole,,,sethekgasekhafola,,,,,tshikhwaṱhisatshikhafula,,,,xinanekwanaxikhafula,,
dsac_multi_engine_00297,pyramid hip roof,,piramiedtentdak,piramiedskilddak,,uphahla olubuphiramidi,,,luphahlaphiramidi,,,irhayisi eyiphiramidi,irhayisi emdlhodlhwana,,,thulelotlhoa,thulelotlhotlho,thulelophiramiti,thulelontotomaphiramiti,,tlhakantotomaphiramiti,,,ṱhangamuṱumbe ya phiramidi,,,,lwanguntlhadlukoxiphiramidi,,
dsac_multi_engine_00298,quarry,,klipgroef,,,ikwari,,,inkwari,,,igwari,,,,legabo,kwari,,moletekgwara,,khwari,,,mulondoni,khwarini,,,khwari,,
dsac_multi_engine_00299,quarry tile,,kleiteël,,,ithayili yekwari,,,lithayilinkwari,,,ithayili legwari,,,,thaeletsopa,thaeleseleiti,thaelekwari,thaelekhwari,,,,,thaiḽi ya vumba,,,,thayili ya khwari,,
dsac_multi_engine_00300,queen closer {brick},,vrousluiter,halfsluitsteen,,isitena esisikwe embindini ngokobude,,,sitini lesiphungulwe emhlubulweni,sitini lesisikwe emhlubulweni,,isitina esiquntwe phakathi ngobude,,,,setenakabi,,,setenakgetlolwagare,,,,,tshidinatshiṱoredzi,,,,xitinahafuvuanami,,
dsac_multi_engine_00301,queen post {roof},,hangstyl,,,ipali esisixhasi kwikapu,ipali esisisekeli sekapu,,insikakabha lencane,,,isika encani,,,,pilarathoko,,,sethekgakapa,,,,,ndulakadzi,,,,phuphuhosikati,,
dsac_multi_engine_00302,quoin {wall},,buitehoek,,,isihombisikona yesakhiwo,,,umhlobisomakhona,ikhoyini,,ikhoyoni,,,,setenakhutlo,khoene,,khutlolebotontle,,khwaene,,,tshiologwane,nyologwane,khoini,,yihlahandle,,
dsac_multi_engine_00303,radon system {ventilation system},,radonstelsel,,,indlela yongenisomoya yeradoni,inkqubo yokhuphomoya yeradoni,isiphefumlisimgangatho,luhlelo lwekuphefumulisa sakhiwo,,,ihlelo lesomisibuswe,irherho lesomisibuswe,,,matlhamaganyane a khemisi,,,tshepetšomoya,,,,,sisṱeme ya mvulelamufhe,,,,sisiteme ya rheyidoni,,
dsac_multi_engine_00304,rafter {roof},,dakspar,kapspar,,iplanga lophahla,irafta,,likabha leluphahla lolwehlako,,,ikapa elehlelako,,,,tlhomeso,,,kapa,,,,,basha,kapa,,,kapa,,
dsac_multi_engine_00305,raft foundation,,vlotfondament,vlotfondasie,,isilebhu esomelezwe ngeentsimbi,,,silebhe sakhonkholo lesindlaliwe,,,ikhonkhridisisekelo endlalekileko,,,,motheotlhomeso,,,motheotiišetšo,,motheokgwahlišetšo,,,mutheotetete,,,,masungulavurhancu,,
dsac_multi_engine_00306,rebate {woodwork},,sponning,,,iplanga elisikelwe ukuhlanganisa ijoyinti,,,sisele sekukhaceka,,,umsarhohlanganisa,umsarhophungula,,,moseto,,,mosetokopantšhi,,,,,musendokhavhiso,,,,nkovotlo,,
dsac_multi_engine_00307,reinforced concrete,,gewapende beton,,,ikhonkrithi eyomeleziweyo,,,khonkholo lokhonkhwe ngetinsimbi,,,ikhonkhridi eqiniswe ngeensimbi,,,,konkoreitethatafatswa,,,khonkhorititšhipikgwahlišwa,,,,,khonkhirithikhwaṱhisedza,,,,khonkhele-ntiyisiswa-hi-tinsimbi,khonkhireti-ntiyisiswa-hi-tinsimbi,
dsac_multi_engine_00308,retarder {cement},restrainer,vertraagmiddel,vertrager,vertragingsmiddel,isilibazisikuqina kwesamente,,,sivilaphisikusebenta,silibatisikusebenta,sidzambisikusebenta,isiriyadisi,,,,sediegisi,,,sediegiši,,seditediši,,,tshiongolosi,,,,xinonokisi,xihlwerisi,rhithada
dsac_multi_engine_00309,reveal {architecture},,dagwang,,,umqukumbelo womgubasi,irivili,,tinhlangotsi teminyango nemafasitelo,,,isivalisikhala somnyango nefesidere,iraviri,,,sekhutlopota,,,rebili,,,,,riviḽi,,,,rhivhili,,
dsac_multi_engine_00310,revolving door,,draaideur,,,umnyango ojikelezayo,,,umnyangojikeleta,,,umnyango ojikelezako,umnyango ozombelezako,,,ledikologa,,,lebatintikodiko,,lebatidikologa,,,vothitshimonemone,,,,rivantindzhendzeleko,,
dsac_multi_engine_00311,ridge {roof},,nok,,,umqolo wophahla,,,umngcengcema,umgogodla,,umqoqo,iriji,,,mokokotlo,mokwatla,,mpopotlo,,mokokotlo,,,muṱoḓo,,,,nhlohlorhi,,
dsac_multi_engine_00312,ridge tile,,nokpan,vorspan,,ithayili yomqolo wophahla,,,lithayilimngcengcema,lithayilimgogodla,,ithayili lomqoqo,ithayili leriji,,,thaele ya mokokotlo,thaele ya mokwatla,,thaelekokotlo,,thaelepopotlo,,,thaiḽi ya muṱoḓo,,,,thayilinhlohlorhi,,
dsac_multi_engine_00313,riprap {e.g. wall},,klipstorting,stortklip,,udonga lothintelokhukuliseko,,,ludvongamatje lwekuvimbela emanti,,,umthangala wamatje,,,,leribatlapa,lositlapa,,leribaboto,,leribaswilka,,,mutsheṱothilamukumbululo,,,,maribyensivelankhukhulo,,
dsac_multi_engine_00314,riser {staircase},,stygstuk,optree,klimmer,ubuso besitepusi,,,kuphakama kwetitepisi,,,ukuphakama kwesitepisi,,,,bogodimokgato,,,disetepisi,,bophagamo,,,tshikhukhulo,,,,xikhupulo,,
dsac_multi_engine_00315,rough arch,,ruboog,,,iatshi yezitena ezingasikwanga,,,i-ashi lemahhadlahhadla,,,i-atjhi emakghwakghwa,,,,seobogwata,seobokgwakgwa,,sekaborakgwakgwa,,,,,tshiaramo tsha zwimeno,,,,akaximeno,,
dsac_multi_engine_00316,rustication,,rustiekwerk,rustiekmaking,,umhombisodonga ongagudiswanga,,,umhlobisomatje lomahhadlahhadla,,,umhlobisomatje omakghwakghwa,,,,kgwakgwafatso,kgwatafatso,,kgwakgwafatšo,,,,,mukhavhiso wa rasithikhesheni,,,,nkhwaxahato,,
dsac_multi_engine_00317,saddle-back roof,,saaldak,geweldak,,uphahla olubusali,,,luphahla lolusisihlalohhashi,luphahla lwemagebuli,,umfulelo wamagebula,,,,thulelosesale,,,thulelosesale,,tlhakasesale,,,ṱhangararekanelamurahu,,,,lwangumphyeleko,,
dsac_multi_engine_00318,sanitary engineering,,sanitêre ingenieurswese,,,ubunjineli bezogutyulo,,,bunjiniyela betekuhlanteka kwemanti,,,ubunjiniyere bezokuhlwengisa ngamanzi,,,,boenjenere jwa kgeleloleswe,,,boentšenerekelelatšhila,,,,,vhuinzhiniara ha zwa vhutatatshili,,,,vunjhiniyara bya swa nkululo,,
dsac_multi_engine_00319,sanitary sewer,,sanitêre riool,,,imibhobho yogutyulo,,,tekutfutsa indle,tekuhambisa indle,,irherho lokukhambisa ikhucukhucu,ihlelo lokukhambisa ikhucukhucu,,,matlhamaganyane a kgeleloleswe,,,tshepetšotšhila,,kelelatšhila,,,tshamphungane tsha vhutatatshili,,,,phayiphi ya nkululo,,
dsac_multi_engine_00320,sash window,cased window,skuifraamvenster,skuifvenster,,ifestile enyuswa ithotywe,,,lifasitelo lelivula bushelelaphasi nasetulu,,,ifesidere elisunduzeleka phezulu,,,,theletsane,,,lefaseteretheledi,,lefaseterereledi,,,seshe ya fasiṱere,,,,fasiterexirheti,,
dsac_multi_engine_00321,scaffold,,steier,,,isikafula,isikefele,,sikefula,,,isikhafula,,,,sekefole,,,sekhafola,,,,,tshikhafula,,,,xikhafula,,
dsac_multi_engine_00322,scarf joint,scarph joint,liplas,skuinsliplas,lipvoeg,udibaniso oluskafu,,,kukhacekisa,kuhlanganisa,kuchumanisa,ukuhlanganisa ngamahlangothi,,,,tomaganoloto,,,momagantšho,,kopantšho,,,vhuṱanganyi ha tshikhafu,,,,mahlanganiselo ya mapulangi,,
dsac_multi_engine_00323,screed,,gidspleister,,,istretheji,iskridi,,siyili,skridi,,isilinganisileveli,,,,thitelo,,,selekanyetšaboalo,,,,,tshikiridi,,,,xiringaniso,xikiridi,
dsac_multi_engine_00324,scupper,scupper hole,spuitgat,skuiwergat,spuigat,intunja yokukhupha amanzi,,,imbobo yekukhipha emanti,sikhala sekukhipha emanti,,intunja yokukhupha amanzi,,,,phatlha ya mosele,,,setšhollameetse,,sefalatšameetse,,,nzanyo,,,,ponci,,
dsac_multi_engine_00325,scuttle,,luikgat,luik,valdeur,isikatile,,,sikhala sekulunguta,sikhala sekungena,,isangwana lomfulelo,isangwana lefluru,,,kgorwana,,,lešobaphihlelelo,,,,,tshivhana,,,,xinyangwanamfikelelo,,
dsac_multi_engine_00326,seal coat {roads},,deklaag,seëllaag,,isitywini,,,sivalitimfa,,,isilikhowudi,,,,seritedi,,,silikhoutu,,,,,luvhembanambatedza,,,,ntintandzemo,,
dsac_multi_engine_00327,septic tank,,septiese tenk,,,umngxuma wogutyulo,istamkoko,,lithange lendle,,,itanka yothuvi,itanka yenyathi,itanka yokubolisela,,bodutelaleswe,,,tankapodišetšo,,,,,thanngapfaramalaṱwa,,,,thanginkululo,,
dsac_multi_engine_00328,sewer,,riool,,,umbhobho wogutyulo,,,liphayiphi lendle,,,iphayiphu lekhucukhucu,,,,moseleleswe,,,phaephekelelatšhila,,,,,phaiphi ya tshampungane,,,,phayiphinkululo,,
dsac_multi_engine_00329,sewer stub,sewer connection,rioolaansluiting,,,uhlanganomibhobho yogutyulo,,,emahlanganweni emaphayiphi endle,,,ubuhlanganelo bamaphayiphu wekhucukhucu,,,,bokopanelo jwa moseleleswe,,,bohlomesetšong bja phaephekelelatšhila,,,,,ṱhanganyoni ya tshamphungane,,,,xitabu xa phayiphinkululo,,
