id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__001,sot__002,sot__003,sot__004
dsac_ns_sotho_02080,sawmill,,,saagmeule,,,bosagelo,,,,mosagong,,,,,,,,feme ya mapolanka,,,
dsac_ns_sotho_02081,scale n. {of fish},,,skub,,,lekakaba,lekwapa,,,legapi,,,,,,,,lekgakgapa,makgekgebu,,
dsac_ns_sotho_02082,scale {maps},,,skaal,,,selekanyetso,,,,sekeila,sekala,,,,,,,sehalolo,,,
dsac_ns_sotho_02083,scale {for weighing},,,weegskaal,,,selekanyetsi,sekale,,,sekala,,,,,,,,sekala,,,
dsac_ns_sotho_02084,scale measurement {maps},,,skaalmeting,skaalafmeting,,selekanyetso,sekaletekanyetsi,,,kelo ya sekala,kelo ya sekeila,,,,,,,mometho wa selekanyetsi,tekanyetso ya sekala,,
dsac_ns_sotho_02085,scatter,,,strooi,,,phatlalatsa,phatlalala,gasana,gasagana,phatlalatša,,,,,,,,qhalana,,,
dsac_ns_sotho_02086,schematic {drawing or picture},,,skematies,,,sethalephopholetsa,,,,sekemathiki,,,,,,,,setshwantsho,,,
dsac_ns_sotho_02087,schematic drawing,,,skematiese tekening,,,sethalokaelo,,,,sekemathiki,,,,,,,,moralo wa setshwantsho,,,
dsac_ns_sotho_02088,science,,,wetenskap,,,bonetetshi,,,,thutamahlale,saense,,,,,,,saense,,,
dsac_ns_sotho_02089,scientist,,,wetenskaplike,,,monetetshi,rabonetetshi,,,ramahlale,setsebi sa saense,,,,,,,ramahlale,,,
dsac_ns_sotho_02090,scissors,,,skêr,,,sekere,,,,sekero,,,,,,,,sekere,,,
dsac_ns_sotho_02091,score v.,,,merk,,,thala,kgwarela,,,sekora,,,,,,,,ngwapa,tshwaya,,
dsac_ns_sotho_02092,Scotch thistle,,,Skotse distel,,,tshetlho,lesitlwane,,,thosola,sejabakgolo,mantlalekgeru,,,,,,hlabahlabane,,,
dsac_ns_sotho_02093,scrap n.,,,afval,,,sekgerekgere,sekerepe,,,maratha,dikgerekgere,,,,,,,selahlwa,,,
dsac_ns_sotho_02094,scratch v. {fowls},,,skrop,krap,,fata,,,,fatafata,,,,,,,,ngwapa,,,
dsac_ns_sotho_02095,screw n.,,,skroef,,,sekurufu,,,,sekurufu,,,,,,,,sekurufu,,,
dsac_ns_sotho_02096,screwdriver,,,skroewedraaier,,,sesokakurufu,,,,sekurufuteraeba,,,,,,,,sekurufuteraeva,,,
dsac_ns_sotho_02097,screw top,,,skroefdop,,,sekhurumelo,sekhurumelokurufu,,,sethibo,sekhurumelo,poropo,,,,,,hlohwana ya sekurufu,,,
dsac_ns_sotho_02098,scriber,,,kraspen,,,sethaledi,,,,sepikišanathaledi,,,,,,,,setshwai,,,
dsac_ns_sotho_02099,scroll saw,,,krulsaag,figuursaag,,seseti,,,,sagagaro,saga ya sekorolo,,,,,,,sakga e thinyang,,,
dsac_ns_sotho_02100,sea,,,see,,,lewatle,,,,lewatle,,,,,,,,lewatle,,,
dsac_ns_sotho_02101,sea breeze,,,seewind,,,phešwanawatle,,,,phefšana,,,,,,,,moyanawatle,,,
dsac_ns_sotho_02102,seal n.,,,rob,,,sili,lenyibi,,,lenyedi,sili,,,,,,,sili,,,
dsac_ns_sotho_02103,seal v. {storage},,,verseël,,,tswala thata,tswalelatota,,,bitiela,swinelela,,,,,,,kwahela,,,
dsac_ns_sotho_02104,sealed container,,,verseëlde houer,,,seduti se se tswetsweng tota,,,,setšhedibitielwa,setšhelo sa go bitielwa,setšhedi sa go swinelelwa,,,,,,setshelwa se kwetsweng,,,
dsac_ns_sotho_02105,sea level,,,seevlak,,,bogodimowatle,,,,tekanawatle,,,,,,,,bophahamo ba lewatle,,,
dsac_ns_sotho_02106,sea life,,,seelewe,mariene lewe,,botshelowatle,,,,bophelowatle,,,,,,,,bophelo ba lewatle,,,
dsac_ns_sotho_02107,season,,,seisoen,,,setlha,,,,sehla,,,,,,,,sehla,,,
dsac_ns_sotho_02108,sea water,,,seewater,,,metsi a lewatle,,,,meetse a lewatle,,,,,,,,metsi a lewatle,,,
dsac_ns_sotho_02109,second n.,,,sekonde,s,,motsotswana,,,,motsotswana,,,,,,,,motsotswana,,,
dsac_ns_sotho_02110,seed,,,saad,,,peo,,,,peu,,,,,,,,peo,,,
dsac_ns_sotho_02111,seed bed,,,saadbed,,,lekidi,,,,bomedišetšopeu,,,,,,,,moalo wa sethopo,,,
dsac_ns_sotho_02112,seed box,,,saadkassie,,,kgwatlhapeo,,,,lepokisana la dimela,,,,,,,,lebokoso la peo,,,
dsac_ns_sotho_02113,seed-case,,,saadhuis,saadhuisie,,kgapapeo,,,,sekhupetšapeu,,,,,,,,kgaketla ya peo,,,
dsac_ns_sotho_02114,seed-coat,,,saadhuid,,,letlalo la peo,,,,sešireletšapelwana,sešireletšapelwanapeu,,,,,,,letlalo la peo,,,
dsac_ns_sotho_02115,seed-eater,,,saadeter,,,nongsejapeo,,,,nonyanasejadipeu,,,,,,,,sejapeo,,,
dsac_ns_sotho_02116,seedling,,,saailing,saaiplant,,letlhogela,,,,semelana,mpšane,,,,,,,sethopo,,,
dsac_ns_sotho_02117,seed-producing plant,,,saaddraende plant,,,semelapeo,,,,semelatšweletšapeu,,,,,,,,semela tse hlahisang peo,,,
dsac_ns_sotho_02118,segment {insects or worms},,,segment,,,ketla,,,,mosehlwa,,,,,,,,karolwana,,,
dsac_ns_sotho_02119,Sellotape <trademark>,,,kleefband,,,sekgomaretsi,,,,selotheipe,,,,,,,,selotheipi,,,
dsac_ns_sotho_02120,sense n.,,,sintuig,,,temosi,,,,sekwi,,,,,,,,kutlo,,,
dsac_ns_sotho_02121,sensing circuit {electronics},,,aanvoelkring,,,kelotemosi,seketetemosi,,,taetšaphetogokelelahlagaseng,,,,,,,,sekete ya sensara,,,
dsac_ns_sotho_02122,sensor,,,sensor,,,selemosi,,,,sensara,,,,,,,,sensara,,,
dsac_ns_sotho_02123,sepal,,,kelkblaar,,,sepale,,,,sephale,,,,,,,,sepale,,,
dsac_ns_sotho_02124,separate v. {experiments},,,skei,,,kgaoganya,aroganya,,,aroganya,kgaoganya,,,,,,,arola,,,
dsac_ns_sotho_02125,sequential control,,,sekwensiële kontrole,,,taolotatelano,,,,taolotatelano,taolotlhatlamano,,,,,,,taolo e latelanang,,,
dsac_ns_sotho_02126,series {electricity},,,serie,,,tlhatlhamano,,,,molokoloko,,,,,,,,kgokahanyo ya motlakase ka tlhahlamano,,,
dsac_ns_sotho_02127,serrated edge,,,getande rand,,,makeketo,,,,morumobokasaga,,,,,,,,ntshi e keketlehileng,,,
dsac_ns_sotho_02128,sewer,,,riool,,,moselamaswe,,,,mokero wa ditšhila,,,,,,,,dikgwerekgwere,,,
dsac_ns_sotho_02129,sewerage,,,riolering,,,moselomantle,,,,kelatšhila,,,,,,,,tsamaiso ya dikgwerekgwere,,,
dsac_ns_sotho_02130,sex,,,geslag,,,bong,,,,bong,,,,,,,,bong,,,
dsac_ns_sotho_02131,sexual reproduction,,,seksuele voortplanting,,,kopano ya sepeme le lee,,,,tswalokakamano,,,,,,,,boikatiso ka motabo,,,
dsac_ns_sotho_02132,shade n.,,,skadu,,,moriti,,,,morithi,,,,,,,,moriti,,,
dsac_ns_sotho_02133,shadow,,,skaduwee,,,moriti,,,,morithi,,,,,,,,seriti,,,
dsac_ns_sotho_02134,shaft {of e.g. tool or instrument},,,greep,steel,,matshwaro,mofeng,,,mpheng,,,,,,,,mofeng,,,
dsac_ns_sotho_02135,shake v. {experiments},,,skud,,,kgotlokgotsa,tshikinya,,,tšokotša,,,,,,,,tsukutla,,,
dsac_ns_sotho_02136,shallow,,,vlak,,,-seng boteng, -lopapadia,,,,go se iše,,,,,,,,e sa tebang,,,
dsac_ns_sotho_02137,shape n.,,,vorm,,,sebopego,tshwano,,,sebopego,,,,,,,,sebopeho,,,
dsac_ns_sotho_02138,shape v.,,,vorm,,,bopa,,,,go fa sebopego,bopa,,,,,,,bopa,,,
dsac_ns_sotho_02139,shaping,,,fatsoenering,,,bopa,,,,go fa sebopego,,,,,,,,popo,,,
dsac_ns_sotho_02140,sharp,,,skerp,,,motsu,bogale,ntlhana,,bogale,,,,,,,,motsu,,,
dsac_ns_sotho_02141,shave v.,,,skeer,,,beola,poma,,,go beola,go kota,go kera,,,,,,beola,,,
dsac_ns_sotho_02142,shear force {mechanics},,,afskuiwing,skuifspanning,,maatlatshego,,,,maatlapatamelano,shiyefose,,,,,,,tshutumetso ya kgohlano,,,
dsac_ns_sotho_02143,shears,,,skaapskêr,,,sekeresegolo,,,,sekero,,,,,,,,sekere sa dinku,,,
dsac_ns_sotho_02144,sheath {plants},,,skede,,,kgatla,,,,kgatla,,,,,,,,lekgapetlaseapesi,,,
dsac_ns_sotho_02145,shed n.,,,skuur,,,ntlwanabobeelo,,,,ngwakwana wa polokelo,,,,,,,,mokgorwana,,,
dsac_ns_sotho_02146,shed v.,,,afgooi,,,itlobola,,,,hlohlorega,,,,,,,,sola,,,
dsac_ns_sotho_02147,sheep,,,skaap,,,nku,,,,nku,,,,,,,,nku,,,
dsac_ns_sotho_02148,shell,,,dop,,,kgapetla,logapa,kgapa,,legapi,kgapetla,,,,,,,kgaketla,kgetla,,
dsac_ns_sotho_02149,shell-covered {e.g. tortoise},,,met ‘n dop,,,-nang le kgapetla, -nang le logapa, -nang le kgapa,,,,ya legapi,ya kgapetla,sekgahla,,,,,,e kgaketla,,,
dsac_ns_sotho_02150,shell-less {e.g. egg},,,doploos,,,tlhokalogapa,tlhokakgapetla,,,tlhakalegapi,tlhokakgapetla,,,,,,,e se nang kgaketla,,,
dsac_ns_sotho_02151,shell structure,,,paneelstruktuur,,,popegogapa,popegokgapetla,popegokgapa,,sebopegolegapi,sebopegokgapetla,,,,,,,popeho ya kgaketla,,,
dsac_ns_sotho_02152,shiny,,,blink,,,-phatsimang, -galalelang, -tsabakelang,,,,phadimago,kganyago,,,,,,,e benyang,,,
dsac_ns_sotho_02153,shore,,,strand,,,losi,lobopo,,,lebopo,,,,,,,,lebopo,,,
dsac_ns_sotho_02154,short circuit n.,,,kortsluiting,,,kgaogokelelo,,,,khutsofatšo ya kelelamohlagase,,,,,,,,shoto,,,
dsac_ns_sotho_02155,short-circuit v.,,,kortsluit,,,kgaogokelelo,,,,khutsofatšo ya kelelamohlagase,,,,,,,,ho sitisa phallo ya motlakase,,,
dsac_ns_sotho_02156,shrub,,,struik,,,setlhatsana,,,,lešokošokwane,mphuphana,mohlašanapubane,,,,,,sehlahla,,,
dsac_ns_sotho_02157,SI,,,SI,Système International d’Unités,,Thulaganyo Tekatekano ya metso ya Boditšhaba,,,,SI,,,,,,,,SI,,,
dsac_ns_sotho_02158,Siamese twins <mostly used in plural>,,,Siamese tweeling,,,mawelanamampate,,,,mafahla a Siamese,mafahla a go kgomana,,,,,,,mafahla,mawelana,,
dsac_ns_sotho_02159,side root,,,sywortel,,,modithoko,,,,mutšwana,,,,,,,,motsohlakore,,,
dsac_ns_sotho_02160,sideways,,,sywaarts,,,tlhakoreng,,,,ka lehlakoreng,,,,,,,,lekeke,,,
dsac_ns_sotho_02161,sieve,,,sif,,,sefo,,,,sefo,,,,,,,,sefe,,,
dsac_ns_sotho_02162,sift v.,,,sif,,,sefa,,,,sefa,,,,,,,,sefa,,,
dsac_ns_sotho_02163,sight,,,sig,,,pono,,,,go bona,,,,,,,,pono,,,
dsac_ns_sotho_02164,signal n.,,,sein,,,tsiboso,,,,temoši,,,,,,,,tlhokomediso,,,
dsac_ns_sotho_02165,signal v.,,,sein,,,tsibosa,,,,lemoša,,,,,,,,hlokomedisa,,,
dsac_ns_sotho_02166,silhouette,,,silhoeët,,,popegoriti,,,,seriti,moriti,,,,,,,seriti,,,
dsac_ns_sotho_02167,silicon,,,silikon,,,silikhono,,,,silikhone,,,,,,,,silikhone,,,
dsac_ns_sotho_02168,silicone,,,silikoon,,,silikhone,,,,silikhoune,,,,,,,,silikhone,,,
dsac_ns_sotho_02169,silk {thread from silkworms},,,sy,,,lesela la silika,sei,,,silika,siliki,,,,,,,silika,,,
dsac_ns_sotho_02170,silk {cloth},,,sy,,,lesela la silika,lesela la sei,,,ya silika,ya siliki,,,,,,,lesela la silika,,,
dsac_ns_sotho_02171,silkworm,,,sywurm,,,sebokosei,,,,sebokosilika,sebokosiliki,,,,,,,seboko sa silika,,,
dsac_ns_sotho_02172,silkworm egg,,,sywurmeier,,,lee la sebokosei,,,,lee la sebokosilika,lee la sebokosiliki,,,,,,,lehe la seboko sa silika,,,
dsac_ns_sotho_02173,silkworm moth,,,sywurmmot,,,motoutwane wa sebokosei,mmoto,,,sebokosilikabokarurubele,sebokosilikibokarurubele,,,,,,,mmoto wa seboko sa silika,,,
dsac_ns_sotho_02174,silver,,,silwer,,,selefera,,,,silibere,,,,,,,,silivera,,,
dsac_ns_sotho_02175,silver plating,,,silwerplatering,,,kgomo ka selefera,,,,pholeithing ya silibere,,,,,,,,tshireletso ka silivera,,,
dsac_ns_sotho_02176,similar,,,eenders,,,tshwanang,,,,swanago,,,,,,,,tshwana,,,
dsac_ns_sotho_02177,simmer,,,prut,,,kgakgathelatlase,sutsa,,,kgabakgaba,simara,,,,,,,tjwatla,,,
dsac_ns_sotho_02178,simultaneous,,,tegelykertyd,terselfdertyd,,-segongwe,,,,sammaletee,,,,,,,,hong,,,
dsac_ns_sotho_02179,single,,,enkel,,,nosi,,,,bonnoši,botee,,,,,,,nngwe,,,
dsac_ns_sotho_02180,sink v.,,,afsak,,,nwela,,,,nwelela,,,,,,,,teba,nwela,,
dsac_ns_sotho_02181,sisal,,,sisal,,,sisale,,,,sekgophahlale,kgophahlale,sisale,,,,,,sesale,,,
dsac_ns_sotho_02182,site {e.g. building site},,,bouterrein,,,setsha,,,,setsha,saete,,,,,,,setsha,,,
dsac_ns_sotho_02183,size,,,grootte,,,bogolo,selekanyo,saese,,bogolo,saese,,,,,,,boholo,,,
dsac_ns_sotho_02184,skeleton {bones of person or animal},,,skelet,,,letlhotlholo,lewa,,,sekelethone,,,,,,,,mohlolohlolo,,,
dsac_ns_sotho_02185,skeleton {basic structure of an object},,,skelet,,,letlhomeso,,,,tšhupatlhamego,,,,,,,,moralo,,,
dsac_ns_sotho_02186,sketch n.,,,skets,,,setshwantsho,,,,tshwantšho,sethalwa,sekhetšhe,,,,,,seralwa,,,
dsac_ns_sotho_02187,sketch v.,,,skets,,,tshwantsha,,,,swantšha,thala,,,,,,,rala,,,
dsac_ns_sotho_02188,skew,,,skeef,,,-sekameng,,,,kgopamego,,,,,,,,sekame,,,
dsac_ns_sotho_02189,skill {ability to do something well},,,vaardigheid,,,bokgoni,,,,bokgoni,,,,,,,,boitsebelo,bokgoni,,
dsac_ns_sotho_02190,skill {type of work or activity requiring special training and knowledge},,,vaardigheid,,,kgono,,,,botsebi,botswerere,,,,,,,botsebi,,,
dsac_ns_sotho_02191,skin n.,,,vel,,,letlalo,,,,letlalo,,,,,,,,letlalo,,,
dsac_ns_sotho_02192,skull,,,skedel,,,logata,,,,legata,,,,,,,,lehata,,,
dsac_ns_sotho_02193,sky,,,lug,,,loapi,,,,leratadima,leratadi,,,,,,,lehodimo,,,
dsac_ns_sotho_02194,slaked lime,,,gebluste kalk,,,kalaka e e metsi,,,,laemetimolwa,,,,,,,,kalaka,,,
dsac_ns_sotho_02195,slaughter v.,,,slag,,,tlhaba,,,,hlaba,selaga,,,,,,,hlaba,,,
dsac_ns_sotho_02196,sleeve {of e.g. shirt},,,mou,,,letsogo,,,,letsogo la seaparo,,,,,,,,letsoho,,,
dsac_ns_sotho_02197,sleeve {engineering},,,huls,,,selomaganyi,,,,tšhupuseamanyi,tšhupusekopanyi,silifi,,,,,,selivi,,,
dsac_ns_sotho_02198,slide n. {microscope},,,skyfie,,,selaete,,,,selaete,,,,,,,,selaete,,,
dsac_ns_sotho_02199,slide n. {photography},,,kleurskyfie,,,selaete,,,,selaete,,,,,,,,selaete,,,
dsac_ns_sotho_02200,slimy,,,slymerig,,,-bolepolepo, -borerepa,,,,ya maminana,,,,,,,,e nepolohang,,,
dsac_ns_sotho_02201,slimy trail {snails},,,slymspoor,,,motlhala bolepolepo,motlhala borerepa,,,tselanamaminana,,,,,,,,mophula o rellang,,,
dsac_ns_sotho_02202,slope n.,,,helling,skuinste,,mokgokolosa,motheosa,mothulama,,tshekamo,,,,,,,,motheo,,,
dsac_ns_sotho_02203,slot,,,gleuf,,,lesobana,phatlhana,lerobana,,seloto,,,,,,,,mokotjana,,,
dsac_ns_sotho_02204,slow down,,,vertraag,,,iketla,,,,fokotša,,,,,,,,fokotsa,theola,,
dsac_ns_sotho_02205,sluice,,,watervoor,,,mosele,,,,seluse,,,,,,,,seluze,,,
dsac_ns_sotho_02206,smear n.,,,vlek,,,leitlobolo,petsa,,,mokgopho,motlotšo,,,,,,,tlotso,,,
dsac_ns_sotho_02207,smear v.,,,smeer,,,tshasa,,,,kgopha,tlotša,,,,,,,tlotsa,,,
dsac_ns_sotho_02208,smell n.,,,reuk,,,modupa,tupelelo,monkgo,,monkgo,go nkgelela,,,,,,,monko,,,
dsac_ns_sotho_02209,smog,,,rookmis,,,semoko,,,,semoko,,,,,,,,semoko,,,
dsac_ns_sotho_02210,smoke n.,,,rook,,,mosi,,,,muši,,,,,,,,mosi,,,
dsac_ns_sotho_02211,smoke control,,,rookbeheer,,,taolomosi,,,,taolomuši,,,,,,,,taolo ya mosi,,,
dsac_ns_sotho_02212,smooth adj.,,,glad,,,borethe,,,,ya boreledi,,,,,,,,e boreledi,,,
dsac_ns_sotho_02213,snail,,,slak,,,kgopa,,,,kgopa,,,,,,,,kgofu,,,
dsac_ns_sotho_02214,snake,,,slang,,,noga,,,,noga,,,,,,,,noha,,,
dsac_ns_sotho_02215,sniffle,,,snuif,,,sunetsa,,,,šunyetša mamina,,,,,,,,fofonela,,,
dsac_ns_sotho_02216,snout,,,snoet,,,sefene,,,,sefena,,,,,,,,sefene,,,
dsac_ns_sotho_02217,snow n.,,,sneeu,,,segagane,semathana,,,lehlwa,kapoko,,,,,,,lehlwa,,,
dsac_ns_sotho_02218,soak,,,deurweek,,,sokete,,,,ena,ina,,,,,,,inela,,,
dsac_ns_sotho_02219,sod,,,sooi,,,lekote,lekwete,,,lekwate,lekuru,,,,,,,lekote,,,
dsac_ns_sotho_02220,soil,,,grond,,,mmu,,,,mobu,mabu,mmu,,,,,,mobu,,,
dsac_ns_sotho_02221,soil sample,,,grondmonster,,,sekaommu,,,,sampole ya mabu,sampole ya mobu,sampole ya mmu,,,,,,sampole ya mobu,,,
dsac_ns_sotho_02222,soil type,,,grondtipe,grondsoort,,mofutammu,,,,mohuta wa mabu,mohuta wa mobu,mohuta wa mmu,,,,,,mofuta wa mobu,,,
dsac_ns_sotho_02223,solar energy,,,sonenergie,,,maikatlapelotsatsi,maatlatsatsi,,,maatlatšatši,,,,,,,,matla a letsatsi,,,
dsac_ns_sotho_02224,solar panel,,,sonpaneel,,,papetla ya maatlatsatsi,,,,phanele ya maatlatšatši,,,,,,,,phanele ya letsatsi,,,
dsac_ns_sotho_02225,solar power,,,sonkrag,,,maatlatsatsi,,,,maatlatšatši,,,,,,,,matla a letsatsi,,,
dsac_ns_sotho_02226,solder,,,soldeersel,,,soletere,senotetshi,morodi,,morodi,,,,,,,,loto e tjheseletsang,,,
dsac_ns_sotho_02227,soldering,,,soldering,,,go solotera,notetsa,,,go solotera,go soletera,,,,,,,tjheseletso,,,
dsac_ns_sotho_02228,soldering flux,,,smeltmiddel,,,senotetsi,,,,folakese ya go solotera,folakese ya go soletera,,,,,,,lero la loto,,,
dsac_ns_sotho_02229,solenoid {electronics},,,solenoïed,,,solenoete,,,,solenoite,,,,,,,,solenoete,,,
dsac_ns_sotho_02230,solid n.,,,vaste stof,,,-komota,,,,selo se sethata,solite,solide,,,,,,sethata,,,
dsac_ns_sotho_02231,solid adj.,,,solied,,,-komota,,,,ya bothata,,,,,,,,e thata,,,
dsac_ns_sotho_02232,solid food,,,vaste kos,,,dijokomota,,,,dijo tše di thatafetšego,,,,,,,,dijo tse thata,,,
dsac_ns_sotho_02233,solid particle,,,vaste deeltjie,,,karolwanakomota,,,,setsekana sa solite,,,,,,,,phatikele e thata,,,
dsac_ns_sotho_02234,solid state,,,vaste toestand,,,maemokomoto,,,,boemo bja solite,,,,,,,,boemo bo thata,,,
dsac_ns_sotho_02235,solubility,,,oplosbaarheid,,,botlhaologo,,,,tologegago,,,,,,,,bokedifalo,,,
dsac_ns_sotho_02236,soluble adj.,,,oplosbaar,,,-tlhaologang, -tlhaolosega, -tlhapogang,,,,ye e tologago,,,,,,,,e kedifalang,,,
dsac_ns_sotho_02237,soluble substance,,,oplosbare stof,,,seretlhaologi,,,,se se ka tologago,,,,,,,,nthwana e kedifalang,,,
dsac_ns_sotho_02238,solute {chemistry},,,opgeloste stof,,,motswako,tlhaoloso,,,setološwa,setološwi,,,,,,,sekedifadi,,,
dsac_ns_sotho_02239,solution,,,oplossing,,,motswako,motlhaolosa,,,motswakotološwi,motswakotološwa,solušene,,,,,,mokedikedi,,,
dsac_ns_sotho_02240,solvent,,,oplosmiddel,,,setlhaolosi,,,,setološi,,,,,,,,sekedifatsi,,,
dsac_ns_sotho_02241,soot,,,roet,,,mosidi,,,,mošidi,,,,,,,,mosidi,,,
dsac_ns_sotho_02242,source {e.g. electricity},,,bron,oorsprong,,motswedi,,,,mothopo,,,,,,,,mohlodi,sesosa,,
dsac_ns_sotho_02243,south,,,suid,,,borwa,,,,borwa,,,,,,,,borwa,,,
dsac_ns_sotho_02244,south-east,,,suid-oos,,,borwabotlhaba,,,,borwabohlabela,,,,,,,,borwa botjhabela,,,
dsac_ns_sotho_02245,south pole,,,suidpool,,,ntlhanaborwa,,,,ntlha ya borwa,phoulo ya borwa,,,,,,,ntlha ya borwa bo holehole,,,
dsac_ns_sotho_02246,south-seeking pole,,,suidsoekende pool,suidpool,,ntlhanaborwa,tshupaborwa,,,ntlha ya borwa,phoulo ya borwa,,,,,,,ntlha ya borwa,,,
dsac_ns_sotho_02247,south-west,,,suid-wes,,,borwabophirima,,,,borwabodikela,borwabosobela,borwabophirima,,,,,,borwa bophirima,,,
dsac_ns_sotho_02248,sow v.,,,saai,,,jala,,,,bjala,,,,,,,,jala,,,
dsac_ns_sotho_02249,sowing time,,,planttyd,,,nako ya go jala,,,,nako ya go bjala,,,,,,,,nako ya ho jala,,,
dsac_ns_sotho_02250,soya bean,,,sojaboon,,,nawa ya soya,,,,nawa ya soya,,,,,,,,nawa ya soya,,,
dsac_ns_sotho_02251,space n.,,,ruimte,,,phatla,manno,lefelo,sebaka,sebaka,,,,,,,,sebaka,,,
dsac_ns_sotho_02252,space suit,,,ruimtepak,,,seaparo sa mosutlhalefaufau,,,,sutu ya boralefaufau,sutu ya baithutalefaufau,,,,,,,diaparo tsa sepakapakeng,,,
dsac_ns_sotho_02253,sparrow,,,mossie,,,serobele,thobele,thorobe,,phorogohlo,,,,,,,,serobele,,,
dsac_ns_sotho_02254,spatula,,,spatel,,,sepatšhula,sephaphatšhana,,,sepatšhula,,,,,,,,kgabana,,,
dsac_ns_sotho_02255,species <pl>,,,spesie,,,lotso,,,,legoro,lešika,mohuta,,,,,,leloko,,,
dsac_ns_sotho_02256,specification,,,spesifikasie,,,totobatsa,,,,tlhalosadinyakwa,,,,,,,,pehelo,,,
dsac_ns_sotho_02257,specimen,,,monster,,,selekwa,setlhatlhojwa,,,sešupo,mohlala,,,,,,,tshupiso,pontsho,,
dsac_ns_sotho_02258,specimen jar,,,monsterfles,,,jara ya setlhatlhojwa,,,,jaraselotasešupo,jaraselotamohlala,,,,,,,setshelo sa tshupiso,,,
dsac_ns_sotho_02259,speckle,,,spikkel,,,sebala,kolo,,,lerothorothwane,lerothonthwana,,,,,,,letheba,,,
dsac_ns_sotho_02260,speed n.,,,spoed,,,lebelo,,,,lebelo,,,,,,,,lebelo,,,
dsac_ns_sotho_02261,sperm,,,sperm,,,bote,sepeme,peo,,letšhedi,peu ya bonna,sepeme,,,,,,peo ya botona,,,
dsac_ns_sotho_02262,sphere n. {shape},,,sfeer,bol,,sediko,kgolokwe,,,nkgokolo,kgokolo,,,,,,,kgidikwe,,,
dsac_ns_sotho_02263,spider,,,spinnekop,,,segokgo,,,,segoko,segokgo,,,,,,,sekgo,,,
dsac_ns_sotho_02264,spider diagram,,,spinnekopdiagram,,,sethalo sa segokgo,,,,tshwantšho boka bolepu,tshwantšho boka bobi,tshwantšho boka letata,,,,,,moralo wa sekgo,,,
dsac_ns_sotho_02265,spiky adj.,,,skerp,,,-metsu,,,,ya dipikišana,ya ntlha,ya meetlwa,,,,,,e motsu,,,
dsac_ns_sotho_02266,spin v.,,,tol,,,dikologa,,,,dikologa,,,,,,,,bidikoloha,,,
dsac_ns_sotho_02267,spinach,,,spinasie,,,sepinatšhe,,,,sepinatšhe,,,,,,,,sepinitjhi,,,
dsac_ns_sotho_02268,spiral n.,,,spiraal,,,motshope,,,,spaerale,,,,,,,,mothatelo,,,
dsac_ns_sotho_02269,spiral v. {design,staircase},,spiraal,,,tshopa,,,,nyokagana,,,,,,,,thatela,,,
dsac_ns_sotho_02270,spiral-shaped,,,spiraalvormig,,,-motshope,,,,nyokaganego,,,,,,,,e mothatelo,,,
dsac_ns_sotho_02271,spirit burner,,,spirituslampie,spiritusbrander,,lebone la sepiriti,tlhogwana ya sepiriti,,,setšhumampara,,,,,,,,lebone la sepiriti,,,
dsac_ns_sotho_02272,splint n.,,,spalk,,,phatsa,,,,sepalaka,,,,,,,,leqhetso,,,
dsac_ns_sotho_02273,splinter n.,,,splinter,spaander,,phatsana,,,,phatša,,,,,,,,phatsa,,,
dsac_ns_sotho_02274,split v.,,,verdeel,,,arologanya,kgaoganya,fatsa,,pharola,,,,,,,,arola,,,
dsac_ns_sotho_02275,sponge n.,,,spons,,,sepontšhe,ngami,,,sepontšhe,,,,,,,,sepontjhe,,,
dsac_ns_sotho_02276,spore {ferns},,,spoor,,,peo,,,,sekapeu,,,,,,,,peo,,,
dsac_ns_sotho_02277,spout,,,tuit,,,molomo,peipi,,,molongwana,,,,,,,,molongwana,,,
dsac_ns_sotho_02278,spray v.,,,sproei,,,kgatsha,thimotsa,,,fothela, šašetša,,,,,,,,nyanyatsa,fafatsa,,
dsac_ns_sotho_02279,spray can,,,spuitkan,,,motemekgatshi,motemethimotsa,,,sefothedi,sešašetši,,,,,,,senyanyatsi,,,
dsac_ns_sotho_02280,spread v. {e.g. water vapour},,,versprei,,,tlala,,,,phatlalatša,phatlalala,gaša,,,,,,phatlalla,hasana,,
dsac_ns_sotho_02281,spread out {plants},,,versprei,,,nama,,,,tlala,,,,,,,,nama,,,
dsac_ns_sotho_02282,spring n.,,,lente,,,dikgakologo,,,,selemo,,,,,,,,selemo,,,
dsac_ns_sotho_02283,springbuck,,,springbok,,,tshephe,,,,tshephe,,,,,,,,tshepe,,,
dsac_ns_sotho_02284,spring rain,,,lentereën,,,tsheola,,,,kgogolamooko,kgogolammoko,,,,,,,pula ya selemo,,,
dsac_ns_sotho_02285,sprinkle v. {e.g. irrigation system},,,sprinkel,,,kgatsha,sanasana,nona,,bera, šašetša,,,,,,,,fafatsa,,,
dsac_ns_sotho_02286,sprocket,,,kettingrat,,,seporokete,,,,seprokhete,,,,,,,,seporokete,,,
dsac_ns_sotho_02287,spruce n. {tree},,,sparden,,,sepurusi,,,,sepruse,,,,,,,,sepuruse,,,
dsac_ns_sotho_02288,spur n. {e.g. birds},,,spoor,,,lofafa,segwe,,,mokobe,,,,,,,,mokwebe,,,
