id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,nso__007,nso__008,sot__001,sot__002,sot__003,sot__004
dsac_ns_sotho_00757,electrostatic force,,,elektrostatiese krag,,,maatlakgotlhano,,,,maatla a mohlagase,,,,,,,,tshusumetso ya motlakase o emeng,,,
dsac_ns_sotho_00758,element {chemistry},,,element,,,elemente,,,,elemente,,,,,,,,elemente,,,
dsac_ns_sotho_00759,element {electronics},,,element,,,elemente,,,,elemente,,,,,,,,elemente,,,
dsac_ns_sotho_00760,elephant,,,olifant,,,tlou,,,,tlou,,,,,,,,tlou,,,
dsac_ns_sotho_00761,ellipse n.,,,ellips,,,tshekeletsametopo,,,,selee,pepetlabokalee,phaphašanabokalee,phaphathibokalee,,,,,motopo,,,
dsac_ns_sotho_00762,elliptical,,,ellipsvormig,,,-tshekeletsametopo,,,,ya selee,ya bokalee,ya phaphathi bokalee,ya phaphašana bokalee,ya papetla bokalee,,,,e motopo,,,
dsac_ns_sotho_00763,email,,,e-pos,elektroniese pos,,pososeileketeroniki,imeile,,,emeile,poso ya elekthroniki,,,,,,,poso ya elektroniki,,,
dsac_ns_sotho_00764,embryo,,,embrio,,,mooko,tenthapo,pelwana,emborio,pelwana,empriyo,,,,,,,embriyo,,,
dsac_ns_sotho_00765,emergency stop button,,,noodbeheerknop,,,konopokemisotshoganyetso,,,,konopikemišo ya tšhoganetšo,konopikemišo ka tšhoganetšo,,,,,,,konopo ya tshohanyetso,,,
dsac_ns_sotho_00766,enamel,,,emalje,,,inamele,,,,enamele,,,,,,,,ere,inamele,,
dsac_ns_sotho_00767,enamel paint,,,emaljeverf,,,pente ya inamele,,,,pente ya enamele,,,,,,,,pente ya inamele,,,
dsac_ns_sotho_00768,endangered animal,,,bedreigde spesie,,,phologolo seyamoribe,,,,phoofolopewakotsing ya go nyamelela,phoofolo yeo e lego kotsing ya go nyamelela,,,,,,,phoofolo e kotsing ya pheletso,,,
dsac_ns_sotho_00769,endosperm,,,endosperm,,,topopeo,sesirapelwana,,,entospeme,endospeme,,,,,,,endospeme,,,
dsac_ns_sotho_00770,energy,,,energie,,,maatla,maikatlapelo,,,maatla,enetši,,,,,,,matla,,,
dsac_ns_sotho_00771,energy consumption,,,energieverbruik,,,tirisomaatla,,,,tšhomišoenetši,tšhomišomaatla,,,,,,,tshebediso ya matla,,,
dsac_ns_sotho_00772,energy food,,,energievoedsel,,,dikotla,,,,dijo tša go fa maatla,dijomaatlafatši,,,,,,,dijo tse matlafatsang,,,
dsac_ns_sotho_00773,energy source,,,energiebron,,,motswedimaatla,senayamaatla,ntshokotla,,mothopo wa maatla,mothopo wa enetši,,,,,,,mohlodi wa matla,,,
dsac_ns_sotho_00774,energy transfer,,,energieoordrag,,,phetisomaatla,,,,tšhutišo ya maatla,tšhutišo ya enetši,,,,,,,phetiso ya matla,,,
dsac_ns_sotho_00775,engine {e.g. car},,,enjin,,,enjene,tlhogo ya terene,,,entšene,,,,,,,,enjene,,,
dsac_ns_sotho_00776,engine {trains},,,lokomotief,,,tlhogo ya terena,,,,hlogwana ya setimela,,,,,,,,hlooho ya terene,,,
dsac_ns_sotho_00777,engineer,,,ingenieur,,,moenjenere,,,,moentšeneare,,,,,,,,moenjenere,,,
dsac_ns_sotho_00778,enrich v.,,,verryk,,,humisa,nontsha,,,humiša,nontšha,,,,,,,nontsha,,,
dsac_ns_sotho_00779,environment,,,omgewing,,,tikologo,,,,tikologo,,,,,,,,tikoloho,,,
dsac_ns_sotho_00780,environmental issue,,,omgewingskwessie,,,ntlha ya tikologo,,,,taba ya mabapi le tikologo,taba ya tikologo,,,,,,,ya tikoloho,,,
dsac_ns_sotho_00781,enzyme,,,ensiem,,,motlhodi,thugisi,,,sefetoši,ensaeme,enzaeme,,,,,,enzaeme,,,
dsac_ns_sotho_00782,Epsom salt,,,Engelse sout,magnesiumsulfaat,,engelesoutu,mothubiso,makenesiamosalefeite,,letswai la Epsom,maknesiamsalfeite,,,,,,,makenesiamo salefeiti,epsom solt,,
dsac_ns_sotho_00783,equal-arm balance,,,chemiese weegskaal,,,sekale selekanyetsi,,,,seeditekatekanyo sa matsogwana,seeditekatekanyotsogwana,sekala sa matsogwana,,,,,,sekala sa diphaka,,,
dsac_ns_sotho_00784,equilibrium,,,ewewig,,,tekatekano,,,,tekatekano,kelotekatekano,papišotekano,ekhwilibriamo,tekatekanelo,,,,tekano,,,
dsac_ns_sotho_00785,equipment,,,toerusting,,,didiriswa,dithulusu,ditlamelo,,didirišwa,ditlabelo,,,,,,,disebediswa,,,
dsac_ns_sotho_00786,ergonomics,,,ergonomika,,,thutothulaganyothoto,,,,thutopeakanyo ya didirišwamošomong,erkonomitse,,,,,,,tlhophiso ya disebediswa,,,
dsac_ns_sotho_00787,error of parallax,,,parallaksfout,,,phosotekanyetso,,,,phošo ya tebelelo,phošo ya paralakse,,,,,,,pharalaks,,,
dsac_ns_sotho_00788,ester,,,ester,,,esetere,,,,eseta,estara,,,,,,,esta,,,
dsac_ns_sotho_00789,ethane,,,etaan,,,etheini,polasitiki,sephaditsetse,,etheine,,,,,,,,itheine,,,
dsac_ns_sotho_00790,ether,,,eter,,,ithere,,,,ithere,,,,,,,,etha,,,
dsac_ns_sotho_00791,evaporate v.,,,verdamp,,,mowafala,,,,moyafala,,,,,,,,moyafala,,,
dsac_ns_sotho_00792,evaporating dish,,,verdampingsbak,,,sejanamowafatsi,,,,sekotlelomoyafatši,sebjana sa go moyafatša,,,,,,,sejana sa ho moyafatsa,,,
dsac_ns_sotho_00793,evaporation,,,verdamping,,,mowafalo,,,,moyafalo,,,,,,,,moyafalo,,,
dsac_ns_sotho_00794,evergreen tree,,,immergroen boom,,,talafalelaruri,motalafalelaruri,,,mohlakamotala,mohlare wa talamolebe,talamofelale,dula o talafetše,,,,,sesabajweng,sefate sa sesabajweng,,
dsac_ns_sotho_00795,ewe,,,ooi,,,nku e enamagadi,,,,nku ya tshadi,nkutshadi,,,,,,,kgatala,,,
dsac_ns_sotho_00796,examine v.,,,ondersoek,,,tlhatlhoba,sekaseka,,,hlahloba,,,,,,,,hlahloba,,,
dsac_ns_sotho_00797,example,,,voorbeeld,,,sekao,,,,mohlala,,,,,,,,mohlala,,,
dsac_ns_sotho_00798,excavate v.,,,uitgrawe,,,epa,fatolola,,,epa,epolla,,,,,,,tjheka,,,
dsac_ns_sotho_00799,exception,,,uitsondering,,,learogi,karogi,,,learogi,,,,,,,,mokgelo,,,
dsac_ns_sotho_00800,excess,,,oormaat,,,phetotekano,,,,phetakelo,phetatekanyo,,,,,,,ho feta tekano,,,
dsac_ns_sotho_00801,excess soil,,,oormaat grond,,,mmuphetatekanyo,,,,mobuphetakelo,mobuphetatekanyo,,,,,,,mobu o fetang tekano,,,
dsac_ns_sotho_00802,exert v.,,,uitoefen,,,gatelela,,,,gatelela,,,,,,,,hatella,,,
dsac_ns_sotho_00803,exhaust fumes,,,uitlaatgasse,,,digase tsa ekesoso,,,,meši ya eksoso,meši ya oksoso,gase ya eksoso,gase ya oksoso,,,,,dikgase tsa eksoso,,,
dsac_ns_sotho_00804,exhaust pipe,,,uitlaatpyp,,,ekesoso,sentshamosi,,,eksoso,oksoso,,,,,,,eksoso,peipi ya eksoso,,
dsac_ns_sotho_00805,exhaust system,,,uitlaatstelsel,,,thulaganyontshomosi,,,,tsela ya oksoso,peakanyo ya oksoso,,,,,,,dikarolo tsa eksoso,,,
dsac_ns_sotho_00806,exoskeleton,,,eksoskelet,,,legapa,,,,tlhamegorapontle,eksoskelethone,,,,,,,mohlolohlolo o ka ntle,,,
dsac_ns_sotho_00807,expand,,,uitsit,,,atologa,gogomoga,,,katologa,kokomoga,gola,,,,,,atolosa,,,
dsac_ns_sotho_00808,expansion,,,uitsetting,,,katologa,kgogomoga,,,katologo,kokomogo,kgolo,,,,,,katoloso,,,
dsac_ns_sotho_00809,experiment n.,,,eksperiment,,,tekeletso,itekelelo,,,boitekelo,teko,,,,,,,eksperimente,,,
dsac_ns_sotho_00810,experiment v.,,,eksperimenteer,,,lekeletsa,lekelela,,,leka,dira diteko,,,,,,,eksperimenta,,,
dsac_ns_sotho_00811,explode,,,ontplof,,,thunya,,,,go thunya,go thuthupa,,,,,,,phatloha,thunya,,
dsac_ns_sotho_00812,export n. {information technology},,,uitvoer,,,thomelontle,,,,ntšhetšontle,thomelontle,kišontle,,,,,,thomellontle,,,
dsac_ns_sotho_00813,extend v.,,,uitrek,verleng,,leelefatsa,oketsa,,,katološa,godiša,,,,,,,eketsa,,,
dsac_ns_sotho_00814,extension cord,,,verlengkoord,,,mogalakoketso,,,,thapokatološamohlagase,thapokatološi ya mohlagase,,,,,,,selelefatsi,thapo ya motlakase,,
dsac_ns_sotho_00815,extensive damage,,,omvangryke skade,,,tshenyophetelela,tshenyokgolo,sekata,,tshenyokgolo,tshenyotsenelela,,,,,,,tshenyeho e fetelletseng,tshenyo e kgolo,koduwa,
dsac_ns_sotho_00816,external adj.,,,uitwendig,buite-,,-ntle,,,,ya ka ntle,,,,,,,,bokantle,,,
dsac_ns_sotho_00817,external appearance,,,uiterlike voorkoms,,,tebegontle,,,,bokantle,ponagalo ya ka ntle,,,,,,,tjhebahalo ya kantle,,,
dsac_ns_sotho_00818,external fertilisation,,,eksterne bevrugting,,,nontshetsantle,kgwelelontle,nontshontle,,monontšhontle,,,,,,,,kopano ya peo kantle ho mmele,,,
dsac_ns_sotho_00819,extract v.,,,uittrek,,,ntsha,somola,,,ntšha,goga,tumola,,,,,,ntsha,hula,,
dsac_ns_sotho_00820,eye,,,oog,,,leitlho,,,,leihlo,,,,,,,,leihlo,,,
dsac_ns_sotho_00821,eye tooth,,,oogtand,,,lebolai,,,,leinopolai,polai,leinontlha,,,,,,leino la ntja,,,
dsac_ns_sotho_00822,fabric n.,,,stof,,,lesela,letsela,khai,,lešela,,,,,,,,lesela,lelapi,,
dsac_ns_sotho_00823,fabrication technique,,,vervaardigingstegniek,,,mokgwatlhagiso,mokgwapopo,,,mokgwa wa go dira,mokgwatlhamolešela,botsebitlhamo,,,,,,mokgwa wa ho etsa lesela,thekeniki ya ho etsa lesela,,
dsac_ns_sotho_00824,face {animal or human},,,gesig,,,sefatlhego,,,,sefahlego,mahlong,,,,,,,sefahleho,,,
dsac_ns_sotho_00825,face {surface of something},,,oppervlak,,,boalo,,,,selebaneng,bokamahlong,,,,,,,bokahodimo,,,
dsac_ns_sotho_00826,face {e.g. of a part of cloth},,,regte kant,,,lepele,sefatla,,,bokapele bja lešela,bokantle bja lešela,,,,,,,bokantle,,,
dsac_ns_sotho_00827,factory,,,fabriek,,,bodirelo,faboreki,,,faporiki,feme,feketori,,,,,,faboriki,,,
dsac_ns_sotho_00828,falcon,,,valk,,,phakwe,segodi,,,sepekwana,segotšane,falkhone,,,,,,phakwe,,,
dsac_ns_sotho_00829,family,,,gesin,familie,,losika,lotso,,,lapa,legoro,lešika,leloko,,,,,leloko,,,
dsac_ns_sotho_00830,fan n.,,,waaier,,,sefoki,sefetlhamowa,fene,,sefehlamoya,fene,,,,,,,fene,sefehlamoya,,
dsac_ns_sotho_00831,fang,,,slagtand,,,lebolai,,,,polai,leinopolai,leinontlha,,,,,,leino la noha,,,
dsac_ns_sotho_00832,farm n.,,,plaas,,,polasa,,,,polase,polasa,,,,,,,polasi,,,
dsac_ns_sotho_00833,farmer,,,boer,,,rapolasa,molemirui,,,molemi,mongpolasa,mongpolase,,,,,,rapolasi,ratemo,,
dsac_ns_sotho_00834,farming,,,boerdery,,,temothuo,bolemirui,,,bolemi,temo,,,,,,,temo,temothuo,,
dsac_ns_sotho_00835,farmyard,,,plaaswerf,,,polasa,,,,jaratapolaseng,bodulopolaseng,,,,,,,jarete ya polasi,,,
dsac_ns_sotho_00836,fat,,,vet,,,mafura,,,,makhura,,,,,,,,mafura,,,
dsac_ns_sotho_00837,fatal adj.,,,dodelik,fataal,,-bolayang,,,,hlolagolehu,bolayago,,,,,,,e bolayang,,,
dsac_ns_sotho_00838,fault,,,fout,,,phoso,,,,phošo,,,,,,,,phoso,,,
dsac_ns_sotho_00839,fax n. {technology},,,faks,faksimilee,,fekese,,,,fekse,,,,,,,,fekse,,,
dsac_ns_sotho_00840,fax machine,,,faksmasjien,,,motšhini wa fekese,,,,motšhene wa fekse,,,,,,,,motjhini wa fekse,,,
dsac_ns_sotho_00841,feather,,,veer,,,lofofa,,,,lefofa,,,,,,,,lesiba,,,
dsac_ns_sotho_00842,feather duster,,,verestoffer,,,sephimodi sa diphofa,sentshalorole sa diphofa,,,sephumudi sa go ba le mafofa,,,,,,,,lefielo la masiba,,,
dsac_ns_sotho_00843,feathery adj.,,,geveerd,,,-lofofa,-diphofa,,,ya mafofa,,,,,,,,e masiba,,,
dsac_ns_sotho_00844,feed v.,,,voed,,,fepa,otla,,,fepa,otla,,,,,,,fepa,,,
dsac_ns_sotho_00845,feedback n. {electronics},,,terugvoer,,,tsibogoeleketeroniki,,,,pego ya mohlagase,,,,,,,,kgutlisetso,,,
dsac_ns_sotho_00846,feeding bottle,,,bababottel,voedingsbottel,,lebotlolokotlo,,,,tami,lepotlelo la ngwana,lebotlelo la ngwana,lebotlelonyantšhi,,,,,tami,,,
dsac_ns_sotho_00847,feeler,,,voeler,,,tekanakana,,,,lenakana,sekwi,lenakanasekwi,lenakanakgwathi,,,,,lenakanakutlo,,,
dsac_ns_sotho_00848,Fehling’s solution,,,Fehling se oplossing,,,motswako wa Fehling,,,,motswako wa Fehling,motswako wa seela wa Fehling,,,,,,,mokedikedi wa Fehling,,,
dsac_ns_sotho_00849,feline,,,kat,,,sika lookatse,lotso lookatse,sika loosemake,,tša bokatse,legoro la bokatse,,,,,,,leloko la katse,bokatse,,
dsac_ns_sotho_00850,female,,,vroulik,,,namagadi,tshegadi,mosadi,tshadi,botshadi,tshadi,,,,,,,tshehadi,,,
dsac_ns_sotho_00851,female cell,,,vroulike sel,,,seletshadi,,,,sele ya sesadi,,,,,,,,sele e tshehadi,,,
dsac_ns_sotho_00852,female flower,,,vroulike blom,,,lelomotshadi,lelobatshadi,sethunyatshadi,,lelobatshadi,letšobatshadi,,,,,,,palesa e tshehadi,,,
dsac_ns_sotho_00853,fermentation,,,fermentasie,gisting,,pediso,pelo,,,titielo,pedišo,tlhabego,,,,,,putiso,,,
dsac_ns_sotho_00854,fern,,,varing,,,patadikgagane,fene,,,mmalewaneng,fene,,,,,,,fene,,,
dsac_ns_sotho_00855,ferromagnetic adj.,,,ferromagneties,,,-kgogelatshipi,,,,ya feromaknethiki,ya maknetetšhipi,,,,,,,makenete wa tshepe,setala sa tshepe,,
dsac_ns_sotho_00856,ferrous adj.,,,ysterhoudend,,,-botshipi,,,,ya tšhipi,ya botšhipi,,,,,,,ya tshepe,,,
dsac_ns_sotho_00857,fertile,,,vrugbaar,,,nonneng,,,,nonnego,,,,,,,,e ka tswalang,,,
dsac_ns_sotho_00858,fertile soil,,,vrugbare grond,,,mmu o o nonneng,,,,mobu wa go nona,mobu wo nonnego,,,,,,,mobu o nonneng,,,
dsac_ns_sotho_00859,fertilisation,,,bevrugting,,,ithwadiso,kimiso,kumiso,,nontšho,,,,,,,,ho nontsha peo,,,
dsac_ns_sotho_00860,fertilise v. {human beings or animals},,,bevrug,,,imisa,ithwadisa,umisa,,nontšha,,,,,,,,emarisa,,,
dsac_ns_sotho_00861,fertilise v. {soil},,,bemes,,,nontsha,,,,nontšha,,,,,,,,nontsha,,,
dsac_ns_sotho_00862,fertilised egg cell,,,bevrugte eiersel,,,lee le le umisitsweng,,,,leenontšhwa,,,,,,,,sele ya lehe le nontshitsweng,,,
dsac_ns_sotho_00863,fertiliser,,,kunsmis,misstof,,monontsha,,,,monontšha,manyora,mmutedi,mmutele,morole,,,,manyolo,monontsha,,
dsac_ns_sotho_00864,fibre,,,vesel,,,tlhale,,,,tlhale,gare,lenti,,,,,,tshwele,dikgwele,,
dsac_ns_sotho_00865,field,,,land,,,naga,tshimo,,,tšhemo,mogola,,,,,,,tshimo,,,
dsac_ns_sotho_00866,fig,,,vy,,,feie,,,,lego,,,,,,,,feiye,,,
dsac_ns_sotho_00867,file n. {instrument},,,vyl,,,feile,serethefatsi,,,segohli,feila,,,,,,,feile,,,
dsac_ns_sotho_00868,file v.,,,vyl,,,rethefatsa,feila,,,feila,gohla,,,,,,,feila,,,
dsac_ns_sotho_00869,film,,,film,,,filemi,letlatswana,,,letlalwanasese,,,,,,,,filimi,lera,,
dsac_ns_sotho_00870,film negative {photography},,,filmnegatief,,,moriti,,,,moriti,moriti wa senepe,,,,,,,seriti sa senepe,,,
dsac_ns_sotho_00871,filter n.,,,filter,,,motlhotlho,,,,sefo,mhlotlo,,,,,,,sefe,,,
dsac_ns_sotho_00872,filter v.,,,filtreer,,,tlhotlha,,,,sefa,hlotla,,,,,,,sefa,,,
dsac_ns_sotho_00873,filtered water,,,gefiltreerde water,,,metsi a a tlhotlhilweng,,,,meetsesefša,meetsehlotlwa,,,,,,,metsi a sefilweng,,,
dsac_ns_sotho_00874,filter funnel,,,filtreertregter,,,faneletlhotlho,,,,fanele ya sefo,fanele ya go hlotla,mojagobeditlhotlo,mojagobedisefo,,,,,fanele e sefang,,,
dsac_ns_sotho_00875,filter paper,,,filtreerpapier,,,pampiritlhotlho,,,,pampirihlotla,pampirisefo,,,,,,,pampiri e sefang,,,
dsac_ns_sotho_00876,filtrate n.,,,filtraat,,,setlhotlhwa,,,,sesefša,sehlotlwa,,,,,,,ho sefuweng,,,
dsac_ns_sotho_00877,filtration,,,filtrasie,,,tlhotlho,,,,tshefo,tlhotlo,,,,,,,tshefo,,,
dsac_ns_sotho_00878,fin,,,vin,,,lofafa,lofuka,,,lephegwana,lefegwana,fini,,,,,,lepheo la tlhapi,,,
dsac_ns_sotho_00879,finch,,,vink,,,thaga,,,,ponyane,,,,,,,,thaha,,,
dsac_ns_sotho_00880,finding n.,,,bevinding,,,phitlhelelo,temogo,,,kutullo,khumano,khwetšo,,,,,,diphumano,,,
dsac_ns_sotho_00881,fine adj.,,,fyn,,,borethe,,,,thelela,relela,boreledi,mathume,matoka,,,,boreledi,,,
dsac_ns_sotho_00882,finger {e.g. land},,,vinger,,,motšhotšho,,,,motswapi,segole,,,,,,,motjhophoro,,,
dsac_ns_sotho_00883,finger {body part},,,vinger,,,monwana,,,,monwana,,,,,,,,monwana,,,
dsac_ns_sotho_00884,fire n.,,,vuur,,,molelo,,,,mollo,,,,,,,,mollo,,,
dsac_ns_sotho_00885,fire brigade,,,brandweer,,,botimamolelo,,,,botimamollo,lekgotla la ditimamollo,,,,,,,botimamollo,,,
dsac_ns_sotho_00886,fireman,,,brandweerman,,,motimamolelo,,,,setimamollo,rasetimamollo,,,,,,,setimamollo,,,
dsac_ns_sotho_00887,firm adj.,,,stewig,,,-tsetsepetseng,-tsepameng,-gagametseng,,ye e tiilego,ye e kgwahlilego,,,,,,,e tsitsitseng,e tiileng,,
dsac_ns_sotho_00888,fir tree,,,denneboom,,,sekabatopo,,,,mofere,mohlaretlakalabokanelete,,,,,,,sefate sa fire,,,
dsac_ns_sotho_00889,fish,,,vis,,,tlhapi,,,,hlapi,kgobe,,,,,,,tlhapi,,,
dsac_ns_sotho_00890,fishbowl,,,visbak,,,mogoposeruelatlhapi,,,,sebjanathuelahlapi,,,,,,,,sejana se bolokang ditlhapi,,,
dsac_ns_sotho_00891,fish farm,,,visplaas,,,bothuthusetsotlhapi,,,,botswadišetšohlapi,,,,,,,,polasi ya ditlhapi,,,
dsac_ns_sotho_00892,fissure,,,skeur,,,lenga,,,,monga,lenga,lera,lerwa,mphatša,,,,lephao,lepatso,,
dsac_ns_sotho_00893,fixed shape,,,vaste vorm,bepaalde vorm,,popegotsepamo,popegotlhomamo,,,sebopego,tiišetšo,popegopewa,,,,,,sebopeho se tsitsitseng,,,
dsac_ns_sotho_00894,flag,,,vlag,,,folaga,,,,folaga,,,,,,,,folakga,,,
dsac_ns_sotho_00895,flame,,,vlam,,,kgabo,malakabe,,,kgabo,,,,,,,,lelakabe,,,
dsac_ns_sotho_00896,flamingo,,,flamink,,,tlhotlhomenyong,folaminko,,,flaminko,,,,,,,,kokolofitwe,,,
dsac_ns_sotho_00897,flammable adj.,,,vlambaar,,,-tukang bonolo,,,,swago gabonolo,,,,,,,,e tukang ha bobebe,,,
dsac_ns_sotho_00898,flap v.,,,klap,,,phaphasela,,,,phuphusela,phaphasela,,,,,,,phurusela,,,
dsac_ns_sotho_00899,flash,,,straal,,,tsedima,benya,phatsima,,panyapanya,pekenya,,,,,,,phatsimo,phatsima,,
dsac_ns_sotho_00900,flask,,,fles,glasfles,,folaseke ya galase,,,,flaske ya galase,,,,,,,,folaseke,folaseke ya kgalase,,
dsac_ns_sotho_00901,flat,,,plat,,,phaphathi,,,,kalego,alego,phaphathi,,,,,,sephara,,,
dsac_ns_sotho_00902,flatworm,,,platwurm,,,mphe,,,,sebokwanakalego,sebokophaphathi,,,,,,,lenyowa,,,
dsac_ns_sotho_00903,flea,,,vlooi,,,letsetse,,,,letsetse,,,,,,,,letsetse,,,
dsac_ns_sotho_00904,flesh,,,vleis,vlees,,nama,,,,nama,,,,,,,,nama,,,
dsac_ns_sotho_00905,fleshy fruit,,,vlesige vrug,,,leungokobolwa,,,,dienywameetsentši,,,,,,,,tholwana e nonneng,,,
dsac_ns_sotho_00906,flex n.,,,koord,elektriese koord,,mogala,,,,flekse,,,,,,,,thapo ya motlakase,,,
dsac_ns_sotho_00907,flexible adj.,,,buigsaam,,,-swedietega,-temekang,,,menegago gabonolo,kobegago gabonolo,,,,,,,e kobehang,e temeselang,,
dsac_ns_sotho_00908,float v. {e.g. in the air},,,sweef,,,phaphamala,,,,akalala,phaphamala,,,,,,,phaphalla,phaphamala,,
dsac_ns_sotho_00909,float v. {in water},,,dryf,,,phaphamala,kokobala,,,phaphamala,,,,,,,,phaphalla,,,
dsac_ns_sotho_00910,flock n. {animals},,,kudde,,,letsomane,,,,mohlape,,,,,,,,mohlape,,,
dsac_ns_sotho_00911,flock n. {birds},,,swerm,,,segopa,,,,boraga,,,,,,,,sehlopha,setha,,
dsac_ns_sotho_00912,floor n. {e.g. room},,,vloer,,,foluru,bodilo,,,lebato,,,,,,,,fatshe,,,
dsac_ns_sotho_00913,floor n. {in forest},,,vloer,,,boalo,,,,lebato,,,,,,,,botlase,,,
dsac_ns_sotho_00914,flora,,,flora,,,dimela,,,,dimela,dimedi,flora,,,,,,dimela,,,
dsac_ns_sotho_00915,flour,,,meel,meelblom,,bupe ba borotho,folouru ya borotho,,,flouru,,,,,,,,folouru,,,
dsac_ns_sotho_00916,flow n.,,,vloei,,,kelelo,,,,kelelo,boelelo,,,,,,,phallo,,,
dsac_ns_sotho_00917,flow chart,,,vloeidiagram,,,papetlakaelo,,,,sethalwapontšhaditiragalo,flootšhate,,,,,,,tjhate ya dikamano,,,
dsac_ns_sotho_00918,flower n.,,,blom,,,sethunya,leloba,tšheše,lelomo,letšoba,leloba,lepolomo,,,,,,palesa,,,
dsac_ns_sotho_00919,flowering adj.,,,blomdraend,,,-thunyang,,,,ye e khukhušago,,,,,,,,thunya,,,
dsac_ns_sotho_00920,fluffy adj.,,,donsig,,,-boditsana,-mabudunyana,,,ya boyana,ya fofana,,,,,,,boleya,,,
dsac_ns_sotho_00921,fluid n.,,,vloeistof,,,seedi,,,,seela,,,,,,,,sephalli,mokedikedi,,
dsac_ns_sotho_00922,fluorescent adj.,,,fluoresserend,,,-kganyang,,,,ye pekenyago,ye bekenyago,florosente,,,,,,e bonakangwedi,,,
dsac_ns_sotho_00923,fly n. {insect},,,vlieg,,,ntsi,,,,ntšhi,,,,,,,,ntsintsi,,,
dsac_ns_sotho_00924,fly v.,,,vlieg,,,fofa,,,,fofa,,,,,,,,fofa,,,
dsac_ns_sotho_00925,foal,,,vulletjie,,,petsana,,,,pešana,,,,,,,,petsana,,,
dsac_ns_sotho_00926,foam,,,skuim,,,lefulo,,,,lehulo,mogogo,lephilo,,,,,,lekweba,,,
dsac_ns_sotho_00927,fodder,,,voer,,,furu,,,,furu,dijo tša diphoofolo,dijo tša diruiwa,,,,,,furu,,,
dsac_ns_sotho_00928,foetus,,,fetus,,,tlhaka,,,,senamane,fithase,,,,,,,senamane,,,
dsac_ns_sotho_00929,fog,,,mis,,,mouwane,,,,kgodi,mmuane,letobe,mogodi,,,,,mohodi,,,
dsac_ns_sotho_00930,folic acid,,,foliensuur,,,esiti ya foliki,,,,folikesiti,,,,,,,,esiti ya foliki,esete ya foliki,,
dsac_ns_sotho_00931,font,,,letterbeeld,,,mofuta wa mokwalo,fonto,,,bogolo bja maletere,dihlaka,fonte,,,,,,fonto,mofuta wa mongolo,,
dsac_ns_sotho_00932,food,,,voedsel,kos,,dijo,,,,dijo,,,,,,,,dijo,,,
dsac_ns_sotho_00933,food-chain,,,voedselketting,,,tlhatlhamano ya jaa-jewa,,,,mojanotatelano,fututšheine,tatelano ya go jana ga diphedi,neeletšano ya dijo,,,,,neeletsano ya dijo,,,
dsac_ns_sotho_00934,food mixer,,,menger,,,setswakadijo,,,,sehlakanyadijo,sekopanyadijo,,,,,,,lefehlo,,,
dsac_ns_sotho_00935,food tin,,,blikkie,,,thini ya dijo,moteme wa dijo,bolekana jwa dijo,,tšhitswanalotadijo,,,,,,,,lekotikoti la dijo,,,
dsac_ns_sotho_00936,foot,,,voet,,,lonao,kgato,,,kgato,lenao,leoto,,,,,,leoto,,,
dsac_ns_sotho_00937,force n.,,,krag,,,maatla,,,,maatla,,,,,,,,tshutumetso,,,
dsac_ns_sotho_00938,forest,,,woud,bos,,sekgwa,,,,sethokgwa,lesodi,sekgwa,,,,,,moru,,,
dsac_ns_sotho_00939,fork,,,tuinvurk,,,foroko,,,,foroko,,,,,,,,fereko,,,
dsac_ns_sotho_00940,form n.,,,vorm,,,foromo,popego,,,sebopego,tlhamego,popego,,,,,,sebopeho,,,
dsac_ns_sotho_00941,form v.,,,vorm,,,bopa,,,,hlama,bopa,,,,,,,bopa,,,
dsac_ns_sotho_00942,formation,,,vorming,,,popo,tlhamego,,,tlhamo,popo,,,,,,,popeho,,,
dsac_ns_sotho_00943,fossil fuel,,,fossielbrandstof,,,ditukisi tsa fosele,,,,sebešeletši sa fosili,fosilifuele,sebešwa sa fosili,,,,,,dibeso tsa fosile,,,
dsac_ns_sotho_00944,fountain,,,fontein,,,motswedi,,,,sediba,mothapo,faunthene,,,,,,mohlodi,,,
dsac_ns_sotho_00945,fowl,,,hoender,,,koko,kgogo,,,kgogo,,,,,,,,kgoho,,,
dsac_ns_sotho_00946,fowl-run,,,hoenderkamp,,,hoko,,,,hoko ya dikgogo,bolotadikgogo,,,,,,,hoko,,,
dsac_ns_sotho_00947,fox,,,jakkals,,,phokoje,,,,phukubje,,,,,,,,mopheme,,,
dsac_ns_sotho_00948,fracture n.,,,fraktuur,,,thobego,,,,thobego,,,,,,,,peperano,,,
dsac_ns_sotho_00949,frame structure,,,raamstruktuur,,,kgatlha,,,,sebopegohlako,,,,,,,,foreimi,,,
dsac_ns_sotho_00950,fray v.,,,uitrafel,,,safoga,rafoga,,,hlarolla,hlarologa,hlaramologa,hlaramolla,,,,,hlahlatheha,,,
dsac_ns_sotho_00951,freeze,,,vries,,,gatsetsa,swisa kgapetla,,,kgahliša,,,,,,,,hwama,,,
dsac_ns_sotho_00952,freezer,,,vrieskas,,,segatsetsi,seswisakgapetla,,,frizara,sekgahliši,,,,,,,sehwamisi,,,
