id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004,tso__005,tso__006,tso__007
dsac_ns_4to6_01802,polythene,,,politeen,,,phoḽithyini,,,,pulasitiki ya pholitini,,,,,,
dsac_ns_4to6_01803,polyvinyl chloride,PVC,,polivinielchloried,PVC,,phoḽivinaikḽoraini,,,,tlilorayidi ya pholivhinili,,,,,,
dsac_ns_4to6_01804,pond,,,dammetjie,,,tivha,,,,xidan’wana,,,,,,
dsac_ns_4to6_01805,pool,,,swembad,swemgat,,tivha,,,,xidziva,tiva,,,,,
dsac_ns_4to6_01806,poor soil,,,arm grond,,,mavu a si na pfushi,,,,misava yo ondza,,,,,,
dsac_ns_4to6_01807,poplar,poplar tree,,populierboom,populier,,phophḽa,,,,murhi,,,,,,
dsac_ns_4to6_01808,porcelain,,,porselein,,,phoseḽeini,,,,phosilini,vumba,,,,,
dsac_ns_4to6_01809,portable radio,,,draagbare radio,,,radiokhwalwa,,,,xiya-ni-moya xo rhwaleka,rhadiyo yo rhwaleka,,,,,
dsac_ns_4to6_01810,portfolio,,,portefeulje,,,phothifoḽio,tsumbavhuvha,,,nhlengelo wa mintirho,photifoliyo,,,,,
dsac_ns_4to6_01811,portion,,,deel,,,tshipiḓa,,,,xiphemu,,,,,,
dsac_ns_4to6_01812,post n.,,,pos,,,poswo,,,,poso,,,,,,
dsac_ns_4to6_01813,post v.,,,pos,,,-rumela,,,,posa,rhumela,,,,,
dsac_ns_4to6_01814,postage,,,posgeld,,,mbadelo ya poswo,,,,hakelelo yo posa,,,,,,
dsac_ns_4to6_01815,postal system,,,poswese,,,sisṱeme ya maposele,,,,maposele,marhumelele,,,,,
dsac_ns_4to6_01816,post box,,,posbus,,,bogisi ḽa poswo,,,,bokisi ra poso,,,,,,
dsac_ns_4to6_01817,poster,,,plakkaat,,,phosiṱara,phosṱara,,,phositara,,,,,,
dsac_ns_4to6_01818,postman,,,posbode,,,ramaposwo,,,,n’wamapapila,n’waposo,,,,,
dsac_ns_4to6_01819,post office,,,poskantoor,,,poswo,,,,eposweni,,,,,,
dsac_ns_4to6_01820,pot,,,pot,,,bodo,,,,bhodo,poto,,,,,
dsac_ns_4to6_01821,potash,,,potas,,,photheshi,,,,photashi,,,,,,
dsac_ns_4to6_01822,potassium nitrate,,,kaliumnitraat,,,photheziamu naiṱreithi,,,,nayitireyiti ya photaxi,,,,,,
dsac_ns_4to6_01823,potato,,,aartappel,,,ḓabula,,,,zambhana,zambhala,tapula,,,,
dsac_ns_4to6_01824,potato peel,,,aartappelskil,,,ganda ḽa ḓabula,,,,kamba ra tapula,kamba ra zambhana,kamba ra zambhala,,,,
dsac_ns_4to6_01825,potato plant,,,aartappelplant,,,muḓabula,,,,ximilana xa tapula,ximilana xa zambhana,ximilana xa zambhala,,,,
dsac_ns_4to6_01826,poultry,,,pluimvee,,,khuhu,,,,tihuku,,,,,,
dsac_ns_4to6_01827,poultry feed,,,pluimveevoer,,,zwiḽiwa zwa khuhu,,,,swakudya swa tihuku,,,,,,
dsac_ns_4to6_01828,pour v.,,,giet,,,-shela,-shulula,,,ku chela,ku halata,,,,,
dsac_ns_4to6_01829,powder,,,poeier,,,luvhand,,,,mugumo,,,,,,
